"Date","Time","Open","High","Low","Close","Up","Down"
05/25/2022,15:02:53,3974.50,3974.50,3974.50,3974.50,1,0
05/25/2022,15:02:55,3974.50,3974.50,3974.50,3974.50,20,0
05/25/2022,15:02:57,3974.50,3974.50,3974.50,3974.50,3,0
05/25/2022,15:02:58,3974.75,3974.75,3974.75,3974.75,1,0
05/25/2022,15:03:03,3974.75,3975.00,3974.75,3975.00,27,0
05/25/2022,15:03:04,3974.75,3974.75,3974.75,3974.75,0,6
05/25/2022,15:03:07,3974.75,3975.25,3974.75,3975.25,4,1
05/25/2022,15:03:11,3975.00,3975.25,3975.00,3975.25,2,1
05/25/2022,15:03:12,3975.25,3975.25,3975.25,3975.25,1,0
05/25/2022,15:03:13,3975.25,3975.25,3975.25,3975.25,1,0
05/25/2022,15:03:15,3975.50,3975.50,3975.50,3975.50,3,0
05/25/2022,15:03:16,3975.25,3975.25,3975.25,3975.25,0,1
05/25/2022,15:03:18,3975.50,3975.50,3975.50,3975.50,1,0
05/25/2022,15:03:19,3975.25,3975.25,3975.25,3975.25,0,1
05/25/2022,15:03:31,3975.00,3975.00,3975.00,3975.00,0,1
05/25/2022,15:03:37,3975.00,3975.00,3975.00,3975.00,0,1
05/25/2022,15:03:42,3975.00,3975.25,3975.00,3975.25,1,1
05/25/2022,15:03:43,3975.00,3975.00,3975.00,3975.00,0,1
05/25/2022,15:03:50,3975.25,3975.25,3975.25,3975.25,1,0
05/25/2022,15:03:51,3975.00,3975.00,3975.00,3975.00,0,1
05/25/2022,15:03:52,3975.00,3975.00,3975.00,3975.00,0,5
05/25/2022,15:03:55,3975.00,3975.00,3975.00,3975.00,0,17
05/25/2022,15:03:57,3974.75,3974.75,3974.25,3974.25,0,27
05/25/2022,15:03:59,3974.25,3974.25,3974.25,3974.25,0,3
05/25/2022,15:04:02,3974.50,3974.50,3974.50,3974.50,5,0
05/25/2022,15:04:05,3974.50,3974.50,3974.50,3974.50,1,0
05/25/2022,15:04:08,3974.50,3974.50,3974.50,3974.50,3,0
05/25/2022,15:04:09,3974.50,3974.50,3974.50,3974.50,2,0
05/25/2022,15:04:11,3974.25,3974.25,3974.25,3974.25,0,3
05/25/2022,15:04:14,3974.25,3974.25,3974.25,3974.25,0,3
05/25/2022,15:04:16,3974.25,3974.50,3974.25,3974.25,2,12
05/25/2022,15:04:17,3974.00,3974.00,3974.00,3974.00,0,1
05/25/2022,15:04:18,3974.25,3974.25,3974.25,3974.25,1,0
05/25/2022,15:04:19,3974.00,3974.00,3974.00,3974.00,0,1
05/25/2022,15:04:20,3974.25,3974.50,3974.25,3974.50,8,0
05/25/2022,15:04:21,3974.50,3974.75,3974.50,3974.50,15,3
05/25/2022,15:04:22,3974.25,3974.25,3974.00,3974.00,0,5
05/25/2022,15:04:24,3974.25,3974.25,3974.25,3974.25,1,0
05/25/2022,15:04:25,3974.00,3974.00,3973.50,3973.50,0,13
05/25/2022,15:04:26,3973.75,3973.75,3973.75,3973.75,1,0
05/25/2022,15:04:27,3973.75,3973.75,3973.75,3973.75,1,0
05/25/2022,15:04:29,3974.00,3974.00,3974.00,3974.00,2,0
05/25/2022,15:04:32,3973.75,3973.75,3973.75,3973.75,0,11
05/25/2022,15:04:40,3974.00,3974.25,3974.00,3974.25,8,0
05/25/2022,15:04:44,3974.25,3974.50,3974.25,3974.50,2,0
05/25/2022,15:04:45,3974.50,3974.50,3974.50,3974.50,2,0
05/25/2022,15:04:46,3974.50,3974.50,3974.50,3974.50,1,0
05/25/2022,15:04:48,3974.25,3974.25,3974.00,3974.00,0,8
05/25/2022,15:04:49,3974.50,3974.50,3974.25,3974.25,6,1
05/25/2022,15:04:52,3974.25,3974.25,3973.75,3974.00,13,24
05/25/2022,15:04:53,3974.00,3974.00,3974.00,3974.00,1,0
05/25/2022,15:04:55,3974.00,3974.00,3974.00,3974.00,2,0
05/25/2022,15:04:57,3974.00,3974.00,3973.75,3973.75,1,1
05/25/2022,15:04:58,3974.00,3974.25,3974.00,3974.25,6,0
05/25/2022,15:05:01,3974.25,3974.25,3974.25,3974.25,1,0
05/25/2022,15:05:02,3974.00,3974.00,3974.00,3974.00,0,1
05/25/2022,15:05:03,3974.00,3974.00,3974.00,3974.00,0,1
05/25/2022,15:05:07,3974.00,3974.00,3974.00,3974.00,0,1
05/25/2022,15:05:09,3973.75,3973.75,3973.75,3973.75,0,6
05/25/2022,15:05:11,3973.75,3973.75,3973.75,3973.75,0,2
05/25/2022,15:05:13,3973.75,3973.75,3973.75,3973.75,0,4
05/25/2022,15:05:15,3973.75,3973.75,3973.50,3973.50,0,3
05/25/2022,15:05:17,3973.50,3973.50,3973.50,3973.50,0,2
05/25/2022,15:05:18,3973.50,3973.50,3973.50,3973.50,0,1
05/25/2022,15:05:19,3973.50,3973.50,3973.50,3973.50,0,12
05/25/2022,15:05:20,3973.50,3973.75,3973.50,3973.75,2,1
05/25/2022,15:05:21,3973.75,3974.00,3973.75,3974.00,12,0
05/25/2022,15:05:23,3973.75,3973.75,3973.75,3973.75,0,1
05/25/2022,15:05:26,3973.75,3973.75,3973.75,3973.75,0,1
05/25/2022,15:05:27,3974.00,3974.00,3974.00,3974.00,9,0
05/25/2022,15:05:28,3973.75,3973.75,3973.75,3973.75,0,5
05/25/2022,15:05:29,3973.75,3973.75,3973.75,3973.75,0,2
05/25/2022,15:05:30,3973.50,3973.50,3973.50,3973.50,0,1
05/25/2022,15:05:31,3973.75,3974.00,3973.75,3974.00,4,0
05/25/2022,15:05:33,3973.75,3973.75,3973.75,3973.75,0,1
05/25/2022,15:05:36,3973.75,3973.75,3973.75,3973.75,0,2
05/25/2022,15:05:37,3974.00,3974.25,3974.00,3974.25,4,0
05/25/2022,15:05:39,3973.75,3973.75,3973.75,3973.75,0,4
05/25/2022,15:05:43,3973.75,3973.75,3973.75,3973.75,0,1
05/25/2022,15:05:44,3974.00,3974.00,3974.00,3974.00,1,0
05/25/2022,15:05:47,3973.75,3973.75,3973.75,3973.75,0,3
05/25/2022,15:05:54,3973.50,3973.50,3973.50,3973.50,0,15
05/25/2022,15:05:55,3973.50,3973.75,3973.50,3973.75,3,7
05/25/2022,15:05:59,3973.50,3973.50,3973.50,3973.50,0,1
05/25/2022,15:06:01,3973.75,3973.75,3973.75,3973.75,9,0
05/25/2022,15:06:17,3974.00,3974.00,3974.00,3974.00,2,0
05/25/2022,15:06:20,3974.00,3974.00,3974.00,3974.00,14,0
05/25/2022,15:06:22,3974.00,3974.00,3973.75,3973.75,3,3
05/25/2022,15:06:25,3974.00,3974.00,3974.00,3974.00,2,0
05/25/2022,15:06:28,3973.75,3973.75,3973.25,3973.75,5,22
05/25/2022,15:06:34,3974.00,3974.00,3974.00,3974.00,4,0
05/25/2022,15:06:40,3974.25,3974.75,3974.25,3974.75,34,0
05/25/2022,15:06:42,3974.50,3974.50,3974.50,3974.50,0,3
05/25/2022,15:06:43,3974.50,3974.50,3974.50,3974.50,0,2
05/25/2022,15:06:48,3974.50,3974.50,3974.50,3974.50,0,1
05/25/2022,15:06:50,3974.75,3974.75,3974.50,3974.50,3,5
05/25/2022,15:06:51,3974.75,3974.75,3974.75,3974.75,1,0
05/25/2022,15:06:54,3974.50,3974.75,3974.50,3974.75,1,6
05/25/2022,15:06:56,3974.75,3975.00,3974.75,3974.75,16,5
05/25/2022,15:06:57,3975.00,3975.00,3975.00,3975.00,1,0
05/25/2022,15:07:00,3974.75,3974.75,3974.25,3974.50,1,37
05/25/2022,15:07:01,3974.50,3974.50,3974.50,3974.50,1,0
05/25/2022,15:07:04,3974.25,3974.50,3974.25,3974.50,1,1
05/25/2022,15:07:05,3974.50,3974.50,3974.50,3974.50,2,0
05/25/2022,15:07:06,3974.25,3974.25,3974.25,3974.25,0,1
05/25/2022,15:07:09,3974.75,3974.75,3974.50,3974.50,1,1
05/25/2022,15:07:12,3974.25,3974.25,3974.25,3974.25,0,13
05/25/2022,15:07:15,3974.25,3974.25,3974.25,3974.25,0,1
05/25/2022,15:07:17,3974.00,3974.00,3974.00,3974.00,0,8
05/25/2022,15:07:21,3974.00,3974.00,3974.00,3974.00,0,1
05/25/2022,15:07:28,3974.50,3974.50,3974.50,3974.50,3,0
05/25/2022,15:07:31,3974.25,3974.25,3974.25,3974.25,0,5
05/25/2022,15:07:32,3974.00,3974.00,3974.00,3974.00,0,1
05/25/2022,15:07:33,3974.00,3974.00,3973.50,3973.50,1,13
05/25/2022,15:07:34,3973.50,3973.50,3973.50,3973.50,0,1
05/25/2022,15:07:35,3973.75,3973.75,3973.75,3973.75,4,0
05/25/2022,15:07:36,3973.75,3974.00,3973.75,3973.75,7,4
05/25/2022,15:07:38,3974.00,3974.00,3974.00,3974.00,1,0
05/25/2022,15:07:43,3973.75,3973.75,3973.75,3973.75,0,6
05/25/2022,15:07:48,3973.75,3973.75,3973.75,3973.75,0,1
05/25/2022,15:07:49,3973.75,3973.75,3973.75,3973.75,0,1
05/25/2022,15:07:50,3973.75,3973.75,3973.75,3973.75,0,1
05/25/2022,15:07:53,3973.50,3973.50,3973.50,3973.50,0,1
05/25/2022,15:07:56,3973.75,3973.75,3973.75,3973.75,13,0
05/25/2022,15:07:58,3973.50,3973.50,3973.50,3973.50,0,1
05/25/2022,15:08:01,3973.50,3973.50,3973.50,3973.50,0,3
05/25/2022,15:08:08,3973.25,3973.25,3973.00,3973.00,0,34
05/25/2022,15:08:09,3972.75,3972.75,3972.50,3972.50,0,8
05/25/2022,15:08:10,3972.75,3972.75,3972.50,3972.50,1,1
05/25/2022,15:08:12,3972.75,3972.75,3972.75,3972.75,8,0
05/25/2022,15:08:13,3972.75,3972.75,3972.75,3972.75,1,0
05/25/2022,15:08:17,3973.00,3973.00,3973.00,3973.00,11,0
05/25/2022,15:08:18,3973.25,3973.25,3972.75,3972.75,3,7
05/25/2022,15:08:19,3972.75,3972.75,3972.75,3972.75,0,8
05/25/2022,15:08:20,3972.75,3972.75,3972.75,3972.75,0,3
05/25/2022,15:08:21,3973.25,3973.25,3973.25,3973.25,1,0
05/25/2022,15:08:23,3973.00,3973.00,3973.00,3973.00,0,2
05/25/2022,15:08:30,3973.50,3973.50,3973.50,3973.50,5,0
05/25/2022,15:08:33,3973.50,3973.50,3973.50,3973.50,8,0
05/25/2022,15:08:34,3973.75,3973.75,3973.50,3973.50,3,1
05/25/2022,15:08:36,3973.50,3973.50,3973.25,3973.25,0,13
05/25/2022,15:08:37,3973.25,3973.25,3973.25,3973.25,0,2
05/25/2022,15:08:38,3973.50,3973.50,3973.50,3973.50,1,0
05/25/2022,15:08:39,3973.50,3973.50,3973.50,3973.50,5,0
05/25/2022,15:08:41,3973.50,3973.50,3973.25,3973.25,5,1
05/25/2022,15:08:42,3973.50,3974.25,3973.50,3974.25,56,0
05/25/2022,15:08:44,3974.25,3974.25,3974.25,3974.25,1,0
05/25/2022,15:08:45,3974.25,3974.25,3974.25,3974.25,5,0
05/25/2022,15:08:47,3974.25,3974.25,3974.25,3974.25,2,0
05/25/2022,15:08:48,3974.50,3974.50,3974.50,3974.50,5,0
05/25/2022,15:08:50,3974.25,3974.25,3974.25,3974.25,0,6
05/25/2022,15:08:53,3974.25,3974.25,3974.25,3974.25,0,1
05/25/2022,15:08:55,3974.50,3974.50,3974.50,3974.50,2,0
05/25/2022,15:08:56,3974.50,3974.50,3974.50,3974.50,1,0
05/25/2022,15:09:00,3974.00,3974.00,3974.00,3974.00,0,5
05/25/2022,15:09:03,3974.50,3974.50,3974.50,3974.50,4,0
05/25/2022,15:09:04,3974.50,3974.50,3974.50,3974.50,1,0
05/25/2022,15:09:05,3974.50,3974.50,3974.50,3974.50,7,0
05/25/2022,15:09:14,3974.50,3974.50,3974.50,3974.50,2,0
05/25/2022,15:09:15,3974.50,3974.50,3973.50,3973.50,88,43
05/25/2022,15:09:16,3973.50,3973.50,3973.50,3973.50,0,4
05/25/2022,15:09:18,3973.25,3973.25,3973.25,3973.25,0,2
05/25/2022,15:09:23,3973.25,3973.25,3973.25,3973.25,0,1
05/25/2022,15:09:24,3973.25,3973.25,3973.25,3973.25,0,2
05/25/2022,15:09:26,3973.25,3973.25,3973.00,3973.00,0,2
05/25/2022,15:09:27,3973.25,3973.25,3973.25,3973.25,7,0
05/25/2022,15:09:28,3973.00,3973.00,3973.00,3973.00,0,2
05/25/2022,15:09:29,3973.00,3973.00,3972.75,3972.75,0,11
05/25/2022,15:09:30,3972.75,3972.75,3972.75,3972.75,0,7
05/25/2022,15:09:31,3973.00,3973.25,3973.00,3973.25,10,0
05/25/2022,15:09:35,3973.00,3973.00,3973.00,3973.00,0,5
05/25/2022,15:09:36,3973.25,3973.25,3973.25,3973.25,1,0
05/25/2022,15:09:38,3973.25,3973.25,3973.25,3973.25,1,0
05/25/2022,15:09:44,3973.25,3973.25,3973.00,3973.00,5,3
05/25/2022,15:09:47,3973.25,3973.25,3972.75,3972.75,1,1
05/25/2022,15:09:48,3973.00,3973.00,3973.00,3973.00,1,0
05/25/2022,15:09:49,3973.00,3973.50,3973.00,3973.25,11,2
05/25/2022,15:09:52,3973.25,3973.25,3973.25,3973.25,0,7
05/25/2022,15:09:54,3973.50,3973.50,3973.25,3973.25,6,1
05/25/2022,15:09:57,3973.50,3973.50,3973.50,3973.50,1,0
05/25/2022,15:09:58,3973.25,3973.25,3973.25,3973.25,0,2
05/25/2022,15:09:59,3973.50,3973.50,3973.50,3973.50,2,0
05/25/2022,15:10:00,3973.25,3973.25,3973.25,3973.25,0,2
05/25/2022,15:10:01,3973.75,3974.00,3973.50,3973.50,10,3
05/25/2022,15:10:02,3973.75,3973.75,3973.75,3973.75,3,0
05/25/2022,15:10:06,3974.00,3974.00,3974.00,3974.00,2,0
05/25/2022,15:10:08,3973.75,3973.75,3973.75,3973.75,0,6
05/25/2022,15:10:14,3973.75,3973.75,3973.75,3973.75,0,1
05/25/2022,15:10:15,3973.75,3973.75,3973.75,3973.75,0,3
05/25/2022,15:10:17,3974.00,3974.25,3974.00,3974.00,10,1
05/25/2022,15:10:18,3974.25,3974.25,3974.25,3974.25,2,0
05/25/2022,15:10:20,3973.75,3973.75,3973.75,3973.75,0,2
05/25/2022,15:10:23,3974.25,3974.25,3974.25,3974.25,5,0
05/25/2022,15:10:24,3974.50,3974.50,3974.50,3974.50,1,0
05/25/2022,15:10:26,3974.50,3974.50,3974.50,3974.50,1,0
05/25/2022,15:10:28,3974.25,3974.25,3974.25,3974.25,0,12
05/25/2022,15:10:31,3974.25,3974.25,3974.25,3974.25,0,2
05/25/2022,15:10:33,3974.25,3974.50,3974.25,3974.50,4,7
05/25/2022,15:10:37,3974.50,3974.50,3974.50,3974.50,3,0
05/25/2022,15:10:38,3974.50,3974.50,3974.50,3974.50,6,0
05/25/2022,15:10:39,3974.50,3974.50,3974.50,3974.50,7,0
05/25/2022,15:10:40,3974.50,3974.50,3974.25,3974.25,1,1
05/25/2022,15:10:42,3974.50,3974.50,3974.50,3974.50,1,0
05/25/2022,15:10:44,3974.50,3974.50,3974.50,3974.50,1,0
05/25/2022,15:10:58,3974.25,3974.25,3974.00,3974.00,0,6
05/25/2022,15:10:59,3974.00,3974.00,3974.00,3974.00,0,1
05/25/2022,15:11:00,3974.00,3974.00,3974.00,3974.00,0,1
05/25/2022,15:11:01,3973.75,3973.75,3973.75,3973.75,0,1
05/25/2022,15:11:03,3974.00,3974.00,3974.00,3974.00,1,0
05/25/2022,15:11:04,3973.75,3973.75,3973.75,3973.75,0,1
05/25/2022,15:11:20,3974.00,3974.00,3974.00,3974.00,1,0
05/25/2022,15:11:29,3973.75,3973.75,3973.75,3973.75,0,1
05/25/2022,15:11:32,3973.75,3973.75,3973.75,3973.75,0,2
05/25/2022,15:11:34,3973.75,3973.75,3973.75,3973.75,0,2
05/25/2022,15:11:54,3974.00,3974.00,3974.00,3974.00,1,0
05/25/2022,15:12:15,3974.00,3974.00,3974.00,3974.00,2,0
05/25/2022,15:12:16,3974.00,3974.00,3974.00,3974.00,1,0
05/25/2022,15:12:17,3973.75,3973.75,3973.75,3973.75,0,3
05/25/2022,15:12:25,3974.00,3974.00,3974.00,3974.00,2,0
05/25/2022,15:12:28,3974.00,3974.00,3974.00,3974.00,1,0
05/25/2022,15:12:37,3973.75,3973.75,3973.75,3973.75,0,1
05/25/2022,15:12:40,3973.75,3973.75,3973.75,3973.75,0,1
05/25/2022,15:12:48,3973.75,3973.75,3973.75,3973.75,0,6
05/25/2022,15:12:50,3974.00,3974.00,3974.00,3974.00,1,0
05/25/2022,15:12:52,3973.75,3973.75,3973.75,3973.75,0,1
05/25/2022,15:12:53,3973.75,3973.75,3973.75,3973.75,0,6
05/25/2022,15:13:02,3974.00,3974.25,3974.00,3974.25,10,0
05/25/2022,15:13:06,3974.25,3974.25,3974.25,3974.25,4,0
05/25/2022,15:13:08,3974.00,3974.50,3973.75,3974.50,8,6
05/25/2022,15:13:14,3974.50,3974.50,3974.50,3974.50,1,0
05/25/2022,15:13:17,3974.25,3974.25,3974.25,3974.25,0,1
05/25/2022,15:13:18,3974.50,3974.50,3974.50,3974.50,3,0
05/25/2022,15:13:27,3974.50,3974.50,3974.50,3974.50,3,0
05/25/2022,15:13:28,3974.50,3974.50,3974.50,3974.50,3,0
05/25/2022,15:13:30,3974.50,3974.50,3974.50,3974.50,1,0
05/25/2022,15:13:33,3974.75,3974.75,3974.75,3974.75,1,0
05/25/2022,15:13:34,3974.75,3974.75,3974.75,3974.75,1,0
05/25/2022,15:13:35,3974.75,3974.75,3974.75,3974.75,1,0
05/25/2022,15:13:36,3974.50,3974.50,3974.50,3974.50,0,1
05/25/2022,15:13:37,3974.50,3974.50,3974.50,3974.50,0,2
05/25/2022,15:13:38,3974.75,3974.75,3974.75,3974.75,5,0
05/25/2022,15:13:44,3974.50,3974.50,3974.50,3974.50,0,3
05/25/2022,15:13:48,3974.75,3974.75,3974.75,3974.75,6,0
05/25/2022,15:13:49,3974.50,3974.75,3974.50,3974.75,2,1
