Datetime,Open,High,Low,Close
2022-05-25 17:04:00,3974.0,3974.75,3973.0,3973.25
2022-05-25 17:05:00,3973.0,3974.5,3972.75,3974.25
2022-05-25 17:06:00,3974.5,3975.0,3974.0,3974.25
2022-05-25 17:07:00,3974.25,3974.25,3973.0,3973.25
2022-05-25 17:08:00,3973.25,3975.0,3973.0,3974.75
2022-05-25 17:09:00,3974.75,3979.0,3974.5,3978.75
2022-05-25 17:10:00,3978.75,3980.75,3978.75,3979.25
2022-05-25 17:11:00,3979.5,3981.75,3979.0,3981.25
2022-05-25 17:12:00,3981.25,3983.25,3981.0,3983.0
2022-05-25 17:13:00,3983.0,3983.0,3981.75,3982.0
2022-05-25 17:14:00,3982.0,3989.5,3982.0,3987.5
2022-05-25 17:15:00,3987.5,3987.75,3985.75,3986.5
2022-05-25 17:16:00,3986.75,3987.5,3984.0,3984.75
2022-05-25 17:17:00,3984.5,3985.25,3983.75,3983.75
2022-05-25 17:18:00,3983.75,3984.0,3981.75,3983.0
2022-05-25 17:19:00,3982.75,3983.25,3982.25,3982.5
2022-05-25 17:20:00,3982.25,3982.75,3982.0,3982.5
2022-05-25 17:21:00,3982.75,3983.75,3982.75,3983.5
2022-05-25 17:22:00,3983.5,3983.5,3982.25,3982.75
2022-05-25 17:23:00,3983.0,3983.5,3982.25,3983.25
2022-05-25 17:24:00,3983.25,3983.25,3981.5,3981.75
2022-05-25 17:25:00,3982.0,3983.75,3981.5,3983.0
2022-05-25 17:26:00,3983.0,3983.75,3982.5,3982.5
2022-05-25 17:27:00,3983.0,3983.75,3983.0,3983.75
2022-05-25 17:28:00,3983.5,3984.75,3983.25,3984.75
2022-05-25 17:29:00,3984.5,3987.0,3984.25,3986.75
2022-05-25 17:30:00,3986.75,3987.5,3985.75,3986.0
2022-05-25 17:31:00,3986.0,3986.5,3985.25,3985.5
2022-05-25 17:32:00,3985.5,3986.0,3984.75,3985.75
2022-05-25 17:33:00,3985.5,3989.75,3985.25,3989.75
2022-05-25 17:34:00,3989.75,3990.75,3988.0,3989.75
2022-05-25 17:35:00,3990.0,3990.0,3987.75,3988.0
2022-05-25 17:36:00,3987.75,3988.75,3987.75,3988.0
2022-05-25 17:37:00,3987.75,3987.75,3986.0,3987.5
2022-05-25 17:38:00,3987.25,3987.25,3985.5,3985.75
2022-05-25 17:39:00,3986.0,3987.25,3986.0,3987.25
2022-05-25 17:40:00,3987.5,3987.5,3986.5,3987.0
2022-05-25 17:41:00,3986.75,3986.75,3985.5,3986.0
2022-05-25 17:42:00,3986.0,3987.75,3985.75,3987.0
2022-05-25 17:43:00,3986.75,3990.0,3986.75,3989.25
2022-05-25 17:44:00,3989.5,3992.0,3989.25,3991.75
2022-05-25 17:45:00,3991.75,3992.75,3990.5,3992.0
2022-05-25 17:46:00,3991.75,3993.0,3991.5,3992.75
2022-05-25 17:47:00,3992.75,3993.0,3991.5,3992.25
2022-05-25 17:48:00,3992.25,3992.5,3991.5,3991.75
2022-05-25 17:49:00,3991.75,3991.75,3990.5,3990.5
2022-05-25 17:50:00,3990.25,3990.75,3988.75,3989.75
2022-05-25 17:51:00,3989.5,3989.75,3988.5,3988.75
2022-05-25 17:52:00,3989.0,3989.75,3988.5,3989.75
2022-05-25 17:53:00,3989.75,3990.25,3989.25,3990.25
2022-05-25 17:54:00,3990.25,3990.75,3989.75,3990.25
2022-05-25 17:55:00,3990.5,3990.5,3989.25,3989.25
2022-05-25 17:56:00,3989.25,3989.5,3988.25,3989.25
2022-05-25 17:57:00,3989.25,3989.5,3988.5,3989.5
2022-05-25 17:58:00,3989.5,3990.25,3989.25,3990.25
2022-05-25 17:59:00,3990.25,3991.5,3990.25,3991.5
2022-05-25 18:00:00,3991.5,3991.75,3990.5,3991.0
2022-05-25 18:01:00,3990.75,3991.0,3989.25,3991.0
2022-05-25 18:02:00,3990.5,3991.0,3990.25,3990.5
2022-05-25 18:03:00,3990.25,3991.0,3990.0,3990.75
2022-05-25 18:04:00,3990.75,3990.75,3990.0,3990.5
2022-05-25 18:05:00,3990.5,3990.75,3989.5,3989.5
2022-05-25 18:06:00,3989.5,3990.25,3989.0,3990.25
2022-05-25 18:07:00,3990.0,3992.0,3990.0,3991.5
2022-05-25 18:08:00,3991.25,3993.0,3991.0,3993.0
2022-05-25 18:09:00,3993.0,3993.25,3991.75,3993.25
2022-05-25 18:10:00,3993.0,3993.5,3991.0,3991.5
2022-05-25 18:11:00,3991.25,3992.0,3991.0,3991.5
2022-05-25 18:12:00,3991.25,3991.25,3990.75,3990.75
2022-05-25 18:13:00,3990.75,3991.25,3990.5,3990.75
2022-05-25 18:14:00,3990.75,3990.75,3989.75,3990.0
2022-05-25 18:15:00,3990.0,3991.25,3989.75,3990.5
2022-05-25 18:16:00,3990.5,3991.75,3990.25,3991.0
2022-05-25 18:17:00,3991.5,3991.5,3990.5,3990.5
2022-05-25 18:18:00,3990.75,3990.75,3989.75,3989.75
2022-05-25 18:19:00,3989.75,3990.5,3989.25,3990.0
2022-05-25 18:20:00,3990.25,3990.25,3988.75,3989.0
2022-05-25 18:21:00,3989.0,3989.5,3987.5,3987.75
2022-05-25 18:22:00,3987.75,3988.0,3985.25,3986.0
2022-05-25 18:23:00,3985.75,3986.75,3985.75,3986.5
2022-05-25 18:24:00,3986.5,3986.75,3986.0,3986.25
2022-05-25 18:25:00,3986.5,3986.75,3985.75,3985.75
2022-05-25 18:26:00,3985.5,3986.0,3984.75,3985.75
2022-05-25 18:27:00,3986.0,3986.75,3985.75,3986.0
2022-05-25 18:28:00,3986.0,3986.25,3984.75,3984.75
2022-05-25 18:29:00,3985.0,3985.25,3984.25,3984.5
2022-05-25 18:30:00,3984.25,3984.75,3983.25,3983.5
2022-05-25 18:31:00,3983.5,3983.75,3982.5,3983.25
2022-05-25 18:32:00,3983.5,3983.5,3981.75,3982.25
2022-05-25 18:33:00,3982.0,3982.75,3981.75,3982.5
2022-05-25 18:34:00,3982.5,3984.25,3982.25,3983.75
2022-05-25 18:35:00,3983.5,3983.5,3982.5,3982.75
2022-05-25 18:36:00,3982.5,3982.5,3978.25,3979.5
2022-05-25 18:37:00,3979.5,3981.0,3979.0,3979.5
2022-05-25 18:38:00,3979.25,3979.25,3976.75,3978.75
2022-05-25 18:39:00,3978.75,3979.25,3978.25,3979.0
2022-05-25 18:40:00,3979.25,3979.25,3977.75,3978.25
2022-05-25 18:41:00,3978.25,3980.5,3978.0,3979.75
2022-05-25 18:42:00,3979.75,3980.25,3978.75,3980.25
2022-05-25 18:43:00,3980.25,3980.75,3979.25,3980.5
2022-05-25 18:44:00,3980.25,3981.0,3979.25,3979.25
2022-05-25 18:45:00,3979.25,3980.5,3978.75,3979.75
2022-05-25 18:46:00,3979.75,3980.5,3979.25,3980.5
2022-05-25 18:47:00,3980.5,3980.5,3979.25,3979.5
2022-05-25 18:48:00,3979.25,3979.25,3976.25,3976.5
2022-05-25 18:49:00,3976.5,3978.0,3976.25,3977.75
2022-05-25 18:50:00,3977.75,3979.5,3977.5,3977.75
2022-05-25 18:51:00,3977.75,3979.25,3977.75,3978.5
2022-05-25 18:52:00,3978.5,3978.75,3977.75,3978.75
2022-05-25 18:53:00,3978.75,3979.25,3978.5,3979.25
2022-05-25 18:54:00,3979.25,3979.5,3978.5,3978.5
2022-05-25 18:55:00,3978.25,3978.25,3976.25,3976.25
2022-05-25 18:56:00,3976.25,3976.25,3973.0,3973.5
2022-05-25 18:57:00,3973.5,3975.75,3972.75,3975.0
2022-05-25 18:58:00,3975.0,3976.0,3974.5,3975.75
2022-05-25 18:59:00,3975.5,3975.5,3973.75,3974.0
2022-05-25 19:00:00,3974.0,3976.25,3974.0,3975.75
2022-05-25 19:01:00,3976.0,3976.25,3975.25,3975.75
2022-05-25 19:02:00,3975.5,3975.75,3974.5,3974.75
2022-05-25 19:03:00,3974.5,3974.75,3973.0,3973.0
2022-05-25 19:04:00,3973.25,3974.75,3973.0,3974.0
2022-05-25 19:05:00,3974.0,3975.5,3973.75,3975.25
2022-05-25 19:06:00,3975.25,3975.5,3973.5,3974.0
2022-05-25 19:07:00,3974.0,3975.75,3973.5,3975.25
2022-05-25 19:08:00,3975.25,3975.5,3974.25,3975.5
2022-05-25 19:09:00,3975.25,3976.0,3975.0,3975.5
2022-05-25 19:10:00,3975.75,3977.0,3975.5,3976.0
2022-05-25 19:11:00,3975.75,3975.75,3974.5,3974.5
2022-05-25 19:12:00,3974.75,3975.0,3974.0,3974.0
2022-05-25 19:13:00,3974.0,3974.0,3973.0,3973.5
2022-05-25 19:14:00,3973.25,3973.25,3971.0,3972.25
2022-05-25 19:15:00,3972.0,3973.5,3971.5,3973.25
2022-05-25 19:16:00,3973.25,3974.75,3973.25,3974.5
2022-05-25 19:17:00,3974.75,3975.0,3973.5,3974.75
2022-05-25 19:18:00,3974.75,3975.0,3974.5,3974.5
2022-05-25 19:19:00,3974.5,3975.0,3974.25,3975.0
2022-05-25 19:20:00,3975.25,3975.75,3975.25,3975.5
2022-05-25 19:21:00,3975.25,3975.5,3974.75,3975.25
2022-05-25 19:22:00,3975.25,3975.5,3974.25,3974.5
2022-05-25 19:23:00,3974.25,3975.5,3973.0,3975.25
2022-05-25 19:24:00,3975.25,3976.0,3974.75,3975.75
2022-05-25 19:25:00,3975.5,3977.25,3975.25,3977.0
2022-05-25 19:26:00,3977.0,3977.0,3976.0,3977.0
2022-05-25 19:27:00,3976.75,3977.75,3976.75,3977.5
2022-05-25 19:28:00,3977.5,3977.75,3976.5,3976.5
2022-05-25 19:29:00,3976.5,3976.75,3975.5,3976.25
2022-05-25 19:30:00,3976.25,3976.75,3976.25,3976.75
2022-05-25 19:31:00,3977.0,3977.5,3976.75,3976.75
2022-05-25 19:32:00,3977.0,3978.25,3976.75,3978.0
2022-05-25 19:33:00,3978.0,3978.75,3977.75,3978.0
2022-05-25 19:34:00,3978.25,3979.0,3978.25,3978.75
2022-05-25 19:35:00,3978.75,3979.0,3978.25,3978.5
2022-05-25 19:36:00,3978.5,3978.5,3977.5,3977.5
2022-05-25 19:37:00,3977.5,3977.75,3976.75,3977.0
2022-05-25 19:38:00,3976.75,3976.75,3976.0,3976.0
2022-05-25 19:39:00,3976.0,3976.25,3975.75,3976.0
2022-05-25 19:40:00,3976.5,3977.75,3976.25,3977.25
2022-05-25 19:41:00,3977.5,3978.5,3976.75,3977.25
2022-05-25 19:42:00,3977.25,3977.75,3976.25,3976.5
2022-05-25 19:43:00,3976.0,3976.0,3974.5,3975.5
2022-05-25 19:44:00,3975.5,3976.25,3975.25,3976.25
2022-05-25 19:45:00,3976.25,3977.25,3976.0,3976.25
2022-05-25 19:46:00,3976.0,3977.5,3976.0,3977.5
2022-05-25 19:47:00,3977.25,3977.5,3976.0,3976.0
2022-05-25 19:48:00,3975.75,3976.0,3975.5,3976.0
2022-05-25 19:49:00,3976.0,3976.25,3975.5,3975.75
2022-05-25 19:50:00,3975.5,3976.25,3975.5,3976.0
2022-05-25 19:51:00,3975.75,3976.5,3975.5,3975.5
2022-05-25 19:52:00,3976.0,3976.0,3975.5,3976.0
2022-05-25 19:53:00,3976.25,3976.5,3976.0,3976.25
2022-05-25 19:54:00,3976.25,3977.0,3976.0,3976.25
2022-05-25 19:55:00,3976.25,3977.0,3975.75,3977.0
2022-05-25 19:56:00,3977.0,3977.0,3975.25,3975.5
2022-05-25 19:57:00,3975.25,3975.75,3975.0,3975.5
2022-05-25 19:58:00,3975.75,3976.0,3975.5,3975.75
2022-05-25 19:59:00,3975.75,3975.75,3974.5,3974.75
2022-05-25 20:00:00,3974.75,3975.25,3974.5,3974.5
2022-05-25 20:01:00,3975.0,3975.25,3974.75,3975.0
2022-05-25 20:02:00,3974.75,3975.5,3974.5,3975.25
2022-05-25 20:03:00,3975.0,3975.5,3974.75,3975.25
2022-05-25 20:04:00,3975.0,3975.5,3975.0,3975.25
2022-05-25 20:05:00,3975.0,3975.0,3974.0,3974.5
2022-05-25 20:06:00,3974.75,3974.75,3974.0,3974.0
2022-05-25 20:07:00,3974.0,3974.25,3972.75,3973.0
2022-05-25 20:08:00,3973.0,3973.0,3969.25,3969.25
2022-05-25 20:09:00,3969.0,3970.25,3968.5,3969.0
2022-05-25 20:10:00,3969.0,3969.5,3967.25,3969.5
2022-05-25 20:11:00,3969.5,3969.75,3967.5,3967.5
2022-05-25 20:12:00,3967.75,3968.75,3966.75,3967.5
2022-05-25 20:13:00,3967.75,3968.75,3967.5,3968.25
2022-05-25 20:14:00,3968.0,3969.25,3968.0,3968.0
2022-05-25 20:15:00,3968.25,3968.5,3967.0,3967.75
2022-05-25 20:16:00,3967.75,3968.5,3967.5,3967.75
2022-05-25 20:17:00,3967.75,3968.25,3965.25,3966.0
2022-05-25 20:18:00,3966.0,3966.5,3965.25,3966.25
2022-05-25 20:19:00,3966.0,3966.0,3963.75,3964.75
2022-05-25 20:20:00,3965.0,3967.0,3964.75,3966.5
2022-05-25 20:21:00,3966.5,3967.75,3966.5,3967.0
2022-05-25 20:22:00,3967.0,3967.75,3967.0,3967.5
2022-05-25 20:23:00,3967.5,3969.0,3967.5,3968.5
2022-05-25 20:24:00,3968.25,3969.0,3968.0,3968.75
2022-05-25 20:25:00,3969.0,3969.5,3968.0,3968.25
2022-05-25 20:26:00,3968.0,3968.25,3967.25,3968.0
2022-05-25 20:27:00,3968.0,3970.0,3968.0,3969.25
2022-05-25 20:28:00,3969.5,3970.5,3969.25,3970.0
2022-05-25 20:29:00,3970.0,3970.5,3969.75,3970.0
2022-05-25 20:30:00,3970.0,3970.0,3968.75,3969.0
2022-05-25 20:31:00,3969.25,3970.0,3968.75,3969.0
2022-05-25 20:32:00,3969.25,3971.0,3969.25,3970.75
2022-05-25 20:33:00,3970.75,3973.25,3970.75,3972.5
2022-05-25 20:34:00,3972.5,3974.25,3972.5,3972.75
2022-05-25 20:35:00,3972.75,3973.25,3972.75,3973.0
2022-05-25 20:36:00,3973.25,3973.75,3972.0,3972.25
2022-05-25 20:37:00,3972.25,3972.25,3971.75,3972.25
2022-05-25 20:38:00,3972.25,3972.75,3972.25,3972.25
2022-05-25 20:39:00,3972.25,3972.25,3971.25,3971.25
2022-05-25 20:40:00,3971.25,3972.5,3971.25,3972.25
2022-05-25 20:41:00,3972.5,3972.5,3971.5,3972.0
2022-05-25 20:42:00,3972.0,3973.5,3972.0,3973.0
2022-05-25 20:43:00,3973.25,3974.0,3972.75,3973.25
2022-05-25 20:44:00,3973.0,3974.0,3973.0,3973.0
2022-05-25 20:45:00,3973.0,3973.5,3972.75,3973.0
2022-05-25 20:46:00,3973.0,3973.5,3972.5,3972.75
2022-05-25 20:47:00,3972.5,3973.0,3972.5,3972.75
2022-05-25 20:48:00,3972.5,3973.0,3972.5,3972.5
2022-05-25 20:49:00,3972.75,3973.5,3972.5,3973.5
2022-05-25 20:50:00,3973.5,3973.5,3972.25,3972.5
2022-05-25 20:51:00,3972.5,3973.0,3972.5,3972.75
2022-05-25 20:52:00,3972.75,3973.0,3972.5,3972.5
2022-05-25 20:53:00,3972.5,3973.25,3972.25,3973.25
2022-05-25 20:54:00,3973.0,3973.0,3972.25,3972.5
2022-05-25 20:55:00,3972.5,3973.75,3972.0,3973.75
2022-05-25 20:56:00,3973.75,3975.5,3973.75,3974.0
2022-05-25 20:57:00,3974.25,3976.25,3974.0,3975.75
2022-05-25 20:58:00,3976.25,3976.75,3975.5,3975.5
2022-05-25 20:59:00,3975.5,3975.75,3974.75,3975.25
2022-05-25 21:00:00,3975.25,3976.0,3974.5,3974.5
2022-05-25 21:01:00,3974.5,3975.5,3974.5,3974.75
2022-05-25 21:02:00,3974.75,3975.0,3974.25,3974.25
2022-05-25 21:03:00,3974.25,3974.25,3974.0,3974.0
2022-05-25 21:04:00,3974.0,3974.75,3974.0,3974.0
2022-05-25 21:05:00,3974.25,3974.5,3974.0,3974.0
2022-05-25 21:06:00,3974.25,3974.5,3973.75,3974.0
2022-05-25 21:07:00,3974.0,3974.75,3974.0,3974.5
2022-05-25 21:08:00,3974.25,3975.0,3974.25,3974.25
2022-05-25 21:09:00,3974.0,3974.25,3973.25,3973.5
2022-05-25 21:10:00,3973.75,3974.0,3973.25,3974.0
2022-05-25 21:11:00,3974.25,3974.25,3973.75,3973.75
2022-05-25 21:12:00,3973.75,3974.0,3973.25,3973.25
2022-05-25 21:13:00,3973.5,3974.0,3973.25,3973.5
2022-05-25 21:14:00,3973.25,3973.25,3972.75,3973.0
2022-05-25 21:15:00,3973.0,3973.5,3972.75,3973.0
2022-05-25 21:16:00,3973.0,3973.75,3973.0,3973.75
2022-05-25 21:17:00,3973.75,3973.75,3973.25,3973.25
2022-05-25 21:18:00,3973.5,3973.5,3973.0,3973.25
2022-05-25 21:19:00,3973.25,3973.25,3973.0,3973.25
2022-05-25 21:20:00,3973.0,3973.75,3973.0,3973.5
2022-05-25 21:21:00,3973.5,3973.5,3973.0,3973.0
2022-05-25 21:22:00,3972.75,3973.5,3972.75,3973.25
2022-05-25 21:23:00,3973.0,3973.0,3971.25,3971.25
2022-05-25 21:24:00,3971.0,3971.25,3970.75,3971.25
2022-05-25 21:25:00,3971.5,3971.5,3970.5,3971.0
2022-05-25 21:26:00,3971.25,3971.25,3970.25,3970.75
2022-05-25 21:27:00,3970.5,3970.75,3970.25,3970.75
2022-05-25 21:28:00,3970.5,3971.25,3970.5,3971.0
2022-05-25 21:29:00,3971.0,3971.25,3971.0,3971.25
2022-05-25 21:30:00,3971.25,3971.75,3971.0,3971.25
2022-05-25 21:31:00,3971.25,3971.75,3971.25,3971.75
2022-05-25 21:32:00,3971.75,3971.75,3971.25,3971.25
2022-05-25 21:33:00,3971.25,3971.75,3971.0,3971.25
2022-05-25 21:34:00,3971.25,3971.25,3971.0,3971.25
2022-05-25 21:35:00,3971.25,3971.25,3970.75,3971.25
2022-05-25 21:36:00,3971.5,3971.75,3971.5,3971.75
2022-05-25 21:37:00,3971.5,3972.5,3971.5,3972.25
2022-05-25 21:38:00,3972.5,3972.75,3972.0,3972.75
2022-05-25 21:39:00,3972.75,3972.75,3972.25,3972.25
2022-05-25 21:40:00,3972.25,3972.25,3971.5,3971.5
2022-05-25 21:41:00,3971.5,3972.25,3971.5,3972.0
2022-05-25 21:42:00,3972.0,3972.0,3971.25,3971.25
2022-05-25 21:43:00,3971.25,3971.5,3970.5,3971.0
2022-05-25 21:44:00,3971.0,3971.0,3969.0,3969.5
2022-05-25 21:45:00,3969.75,3970.75,3969.75,3970.5
2022-05-25 21:46:00,3970.5,3970.75,3970.0,3970.0
2022-05-25 21:47:00,3970.0,3970.5,3970.0,3970.25
2022-05-25 21:48:00,3970.5,3971.0,3970.5,3971.0
2022-05-25 21:49:00,3970.75,3970.75,3970.25,3970.5
2022-05-25 21:50:00,3970.5,3970.5,3969.75,3970.25
2022-05-25 21:51:00,3970.0,3970.0,3969.0,3969.5
2022-05-25 21:52:00,3969.0,3969.0,3967.25,3967.75
2022-05-25 21:53:00,3967.5,3968.25,3966.25,3967.75
2022-05-25 21:54:00,3967.75,3968.0,3966.5,3967.0
2022-05-25 21:55:00,3966.75,3967.0,3966.75,3966.75
2022-05-25 21:56:00,3966.75,3966.75,3965.5,3966.5
2022-05-25 21:57:00,3966.25,3966.5,3965.75,3966.0
2022-05-25 21:58:00,3966.0,3966.25,3965.5,3966.25
2022-05-25 21:59:00,3966.25,3967.0,3966.0,3966.25
2022-05-25 22:00:00,3966.25,3967.75,3965.75,3967.25
2022-05-25 22:01:00,3967.5,3967.5,3966.5,3967.25
2022-05-25 22:02:00,3967.5,3967.5,3966.0,3967.0
