index,Datetime,Open,High,Low,Close,cont_up,cont_down
95893,2022-05-27 13:00:26,4157.75,4158.25,4157.5,4158.25,4157.269909274193,4139.269909274193
95894,2022-05-27 13:00:27,4158.0,4158.25,4158.0,4158.0,4157.269909274193,4139.269909274193
95895,2022-05-27 13:00:28,4158.0,4158.25,4158.0,4158.25,4157.269909274193,4139.269909274193
95896,2022-05-27 13:00:29,4158.0,4158.0,4157.5,4157.5,4157.269909274193,4139.269909274193
95897,2022-05-27 13:00:30,4157.5,4157.5,4157.25,4157.5,4157.269909274193,4139.269909274193
95898,2022-05-27 13:00:31,4157.25,4157.75,4157.0,4157.5,4157.269909274193,4139.269909274193
95899,2022-05-27 13:00:32,4157.75,4158.0,4157.0,4157.25,4157.269909274193,4139.269909274193
95900,2022-05-27 13:00:33,4157.0,4157.5,4156.5,4156.75,4157.269909274193,4139.269909274193
95901,2022-05-27 13:00:34,4156.75,4157.0,4156.5,4157.0,4157.269909274193,4139.269909274193
95902,2022-05-27 13:00:35,4157.0,4157.5,4157.0,4157.25,4157.269909274193,4139.269909274193
95903,2022-05-27 13:00:36,4157.25,4157.25,4157.0,4157.0,4157.269909274193,4139.269909274193
95904,2022-05-27 13:00:37,4157.0,4157.0,4156.75,4156.75,4157.269909274193,4139.269909274193
95905,2022-05-27 13:00:38,4156.75,4156.75,4156.5,4156.5,4157.269909274193,4139.269909274193
95906,2022-05-27 13:00:39,4156.5,4156.75,4156.5,4156.5,4157.269909274193,4139.269909274193
95907,2022-05-27 13:00:40,4156.5,4156.5,4156.0,4156.0,4157.269909274193,4139.269909274193
95908,2022-05-27 13:00:41,4156.0,4156.0,4155.75,4155.75,4157.269909274193,4139.269909274193
95909,2022-05-27 13:00:42,4155.75,4155.75,4155.25,4155.25,4157.269909274193,4139.269909274193
95910,2022-05-27 13:00:43,4155.25,4155.5,4155.0,4155.25,4157.269909274193,4139.269909274193
95911,2022-05-27 13:00:44,4155.25,4155.75,4155.25,4155.25,4157.269909274193,4139.269909274193
95912,2022-05-27 13:00:45,4155.25,4155.5,4155.25,4155.5,4157.269909274193,4139.269909274193
95913,2022-05-27 13:00:46,4155.5,4155.75,4155.5,4155.5,4157.269909274193,4139.269909274193
95914,2022-05-27 13:00:47,4155.5,4155.75,4155.5,4155.75,4157.269909274193,4139.269909274193
95915,2022-05-27 13:00:48,4155.75,4155.75,4155.0,4155.25,4157.269909274193,4139.269909274193
95916,2022-05-27 13:00:49,4155.0,4155.5,4155.0,4155.25,4157.269909274193,4139.269909274193
95917,2022-05-27 13:00:50,4155.5,4155.75,4155.25,4155.5,4157.269909274193,4139.269909274193
95918,2022-05-27 13:00:51,4155.25,4155.5,4155.25,4155.5,4157.269909274193,4139.269909274193
95919,2022-05-27 13:00:52,4155.25,4155.5,4155.25,4155.25,4157.269909274193,4139.269909274193
95920,2022-05-27 13:00:53,4155.25,4155.75,4155.0,4155.0,4157.269909274193,4139.269909274193
95921,2022-05-27 13:00:54,4155.0,4155.25,4155.0,4155.25,4157.269909274193,4139.269909274193
95922,2022-05-27 13:00:55,4155.0,4155.25,4155.0,4155.25,4157.269909274193,4139.269909274193
95923,2022-05-27 13:00:56,4155.0,4155.25,4155.0,4155.25,4157.269909274193,4139.269909274193
95924,2022-05-27 13:00:57,4155.0,4155.25,4155.0,4155.25,4157.269909274193,4139.269909274193
95925,2022-05-27 13:00:58,4155.25,4155.25,4155.0,4155.25,4157.269909274193,4139.269909274193
95926,2022-05-27 13:00:59,4155.25,4155.25,4155.0,4155.25,4157.269909274193,4139.269909274193
95927,2022-05-27 13:01:00,4155.25,4155.25,4155.0,4155.25,4157.457258064516,4139.457258064516
95928,2022-05-27 13:01:01,4155.0,4155.25,4155.0,4155.0,4157.457258064516,4139.457258064516
95929,2022-05-27 13:01:02,4155.25,4155.25,4155.0,4155.0,4157.457258064516,4139.457258064516
95930,2022-05-27 13:01:03,4155.25,4155.25,4153.5,4153.5,4157.457258064516,4139.457258064516
95931,2022-05-27 13:01:04,4153.75,4154.0,4153.25,4153.5,4157.457258064516,4139.457258064516
95932,2022-05-27 13:01:05,4153.5,4154.25,4153.5,4154.0,4157.457258064516,4139.457258064516
95933,2022-05-27 13:01:06,4154.0,4154.0,4153.75,4153.75,4157.457258064516,4139.457258064516
95934,2022-05-27 13:01:07,4153.75,4153.75,4153.5,4153.5,4157.457258064516,4139.457258064516
95935,2022-05-27 13:01:08,4153.5,4154.0,4153.5,4153.75,4157.457258064516,4139.457258064516
95936,2022-05-27 13:01:09,4153.75,4154.0,4153.75,4154.0,4157.457258064516,4139.457258064516
95937,2022-05-27 13:01:10,4154.0,4154.25,4154.0,4154.25,4157.457258064516,4139.457258064516
95938,2022-05-27 13:01:11,4154.25,4154.75,4154.25,4154.5,4157.457258064516,4139.457258064516
95939,2022-05-27 13:01:12,4154.25,4155.0,4154.25,4155.0,4157.457258064516,4139.457258064516
95940,2022-05-27 13:01:13,4155.0,4155.0,4154.75,4155.0,4157.457258064516,4139.457258064516
95941,2022-05-27 13:01:14,4154.75,4154.75,4154.75,4154.75,4157.457258064516,4139.457258064516
95942,2022-05-27 13:01:15,4154.75,4155.0,4154.5,4154.75,4157.457258064516,4139.457258064516
95943,2022-05-27 13:01:16,4154.75,4155.25,4154.75,4155.25,4157.457258064516,4139.457258064516
95944,2022-05-27 13:01:17,4155.0,4155.75,4155.0,4155.5,4157.457258064516,4139.457258064516
95945,2022-05-27 13:01:18,4155.75,4155.75,4155.5,4155.75,4157.457258064516,4139.457258064516
95946,2022-05-27 13:01:19,4155.5,4155.75,4155.5,4155.75,4157.457258064516,4139.457258064516
95947,2022-05-27 13:01:20,4155.75,4155.75,4155.5,4155.5,4157.457258064516,4139.457258064516
95948,2022-05-27 13:01:21,4155.5,4155.75,4155.5,4155.5,4157.457258064516,4139.457258064516
95949,2022-05-27 13:01:22,4155.5,4155.5,4155.5,4155.5,4157.457258064516,4139.457258064516
95950,2022-05-27 13:01:23,4155.25,4155.5,4155.25,4155.25,4157.457258064516,4139.457258064516
95951,2022-05-27 13:01:24,4155.5,4155.5,4155.0,4155.25,4157.457258064516,4139.457258064516
95952,2022-05-27 13:01:25,4155.0,4155.5,4155.0,4155.5,4157.457258064516,4139.457258064516
95953,2022-05-27 13:01:26,4155.25,4155.5,4155.25,4155.5,4157.457258064516,4139.457258064516
95954,2022-05-27 13:01:27,4155.25,4155.5,4155.25,4155.25,4157.457258064516,4139.457258064516
95955,2022-05-27 13:01:28,4155.25,4155.5,4155.25,4155.5,4157.457258064516,4139.457258064516
95956,2022-05-27 13:01:29,4155.5,4155.75,4155.5,4155.75,4157.457258064516,4139.457258064516
95957,2022-05-27 13:01:30,4155.75,4156.0,4155.75,4156.0,4157.457258064516,4139.457258064516
95958,2022-05-27 13:01:31,4156.0,4156.25,4156.0,4156.0,4157.457258064516,4139.457258064516
95959,2022-05-27 13:01:32,4156.0,4156.0,4155.75,4155.75,4157.457258064516,4139.457258064516
95960,2022-05-27 13:01:33,4155.75,4155.75,4155.5,4155.5,4157.457258064516,4139.457258064516
95961,2022-05-27 13:01:34,4155.75,4155.75,4155.5,4155.75,4157.457258064516,4139.457258064516
95962,2022-05-27 13:01:35,4155.75,4156.0,4155.5,4155.75,4157.457258064516,4139.457258064516
95963,2022-05-27 13:01:36,4155.75,4156.0,4155.75,4156.0,4157.457258064516,4139.457258064516
95964,2022-05-27 13:01:37,4156.0,4156.25,4156.0,4156.25,4157.457258064516,4139.457258064516
95965,2022-05-27 13:01:38,4156.0,4156.25,4156.0,4156.25,4157.457258064516,4139.457258064516
95966,2022-05-27 13:01:39,4156.25,4156.25,4155.75,4156.0,4157.457258064516,4139.457258064516
95967,2022-05-27 13:01:40,4155.75,4156.0,4154.5,4154.75,4157.457258064516,4139.457258064516
95968,2022-05-27 13:01:41,4154.5,4154.5,4154.5,4154.5,4157.457258064516,4139.457258064516
95969,2022-05-27 13:01:42,4154.5,4154.75,4154.5,4154.5,4157.457258064516,4139.457258064516
95970,2022-05-27 13:01:43,4154.5,4155.0,4154.5,4154.75,4157.457258064516,4139.457258064516
95971,2022-05-27 13:01:44,4154.75,4154.75,4154.5,4154.5,4157.457258064516,4139.457258064516
95972,2022-05-27 13:01:45,4154.5,4154.5,4154.25,4154.5,4157.457258064516,4139.457258064516
95973,2022-05-27 13:01:46,4154.5,4154.5,4154.25,4154.5,4157.457258064516,4139.457258064516
95974,2022-05-27 13:01:47,4154.75,4155.5,4154.75,4155.5,4157.457258064516,4139.457258064516
95975,2022-05-27 13:01:48,4155.25,4156.0,4155.0,4155.75,4157.457258064516,4139.457258064516
95976,2022-05-27 13:01:49,4155.75,4155.75,4155.5,4155.5,4157.457258064516,4139.457258064516
95977,2022-05-27 13:01:50,4155.75,4155.75,4155.75,4155.75,4157.457258064516,4139.457258064516
95978,2022-05-27 13:01:51,4155.5,4155.75,4155.5,4155.75,4157.457258064516,4139.457258064516
95979,2022-05-27 13:01:52,4155.75,4155.75,4155.75,4155.75,4157.457258064516,4139.457258064516
95980,2022-05-27 13:01:53,4156.0,4156.0,4155.75,4155.75,4157.457258064516,4139.457258064516
95981,2022-05-27 13:01:54,4155.75,4156.0,4155.75,4156.0,4157.457258064516,4139.457258064516
95982,2022-05-27 13:01:55,4155.75,4155.75,4155.25,4155.5,4157.457258064516,4139.457258064516
95983,2022-05-27 13:01:56,4155.5,4155.75,4155.5,4155.75,4157.457258064516,4139.457258064516
95984,2022-05-27 13:01:57,4155.5,4155.75,4155.5,4155.75,4157.457258064516,4139.457258064516
95985,2022-05-27 13:01:58,4155.75,4155.75,4155.5,4155.5,4157.457258064516,4139.457258064516
95986,2022-05-27 13:01:59,4155.5,4155.5,4155.5,4155.5,4157.457258064516,4139.457258064516
95987,2022-05-27 13:02:00,4155.75,4155.75,4154.75,4155.0,4157.6446068548385,4139.6446068548385
95988,2022-05-27 13:02:01,4155.0,4155.25,4154.75,4155.0,4157.6446068548385,4139.6446068548385
95989,2022-05-27 13:02:02,4155.25,4155.75,4155.25,4155.25,4157.6446068548385,4139.6446068548385
95990,2022-05-27 13:02:03,4155.5,4155.5,4155.25,4155.25,4157.6446068548385,4139.6446068548385
95991,2022-05-27 13:02:04,4155.5,4155.5,4155.0,4155.0,4157.6446068548385,4139.6446068548385
95992,2022-05-27 13:02:05,4155.0,4155.25,4155.0,4155.25,4157.6446068548385,4139.6446068548385
95993,2022-05-27 13:02:06,4155.25,4155.25,4155.0,4155.25,4157.6446068548385,4139.6446068548385
95994,2022-05-27 13:02:07,4155.25,4155.25,4155.0,4155.25,4157.6446068548385,4139.6446068548385
95995,2022-05-27 13:02:08,4155.25,4155.25,4155.0,4155.25,4157.6446068548385,4139.6446068548385
95996,2022-05-27 13:02:09,4155.25,4155.25,4155.0,4155.25,4157.6446068548385,4139.6446068548385
95997,2022-05-27 13:02:10,4155.25,4155.25,4155.25,4155.25,4157.6446068548385,4139.6446068548385
95998,2022-05-27 13:02:11,4155.0,4155.0,4154.75,4154.75,4157.6446068548385,4139.6446068548385
95999,2022-05-27 13:02:12,4154.75,4155.0,4154.75,4154.75,4157.6446068548385,4139.6446068548385
96000,2022-05-27 13:02:13,4154.75,4155.25,4154.75,4155.0,4157.6446068548385,4139.6446068548385
96001,2022-05-27 13:02:14,4155.0,4155.25,4155.0,4155.0,4157.6446068548385,4139.6446068548385
96002,2022-05-27 13:02:15,4155.0,4155.25,4155.0,4155.25,4157.6446068548385,4139.6446068548385
96003,2022-05-27 13:02:16,4155.25,4155.25,4155.0,4155.0,4157.6446068548385,4139.6446068548385
96004,2022-05-27 13:02:17,4155.0,4155.25,4155.0,4155.0,4157.6446068548385,4139.6446068548385
96005,2022-05-27 13:02:18,4155.0,4155.25,4155.0,4155.0,4157.6446068548385,4139.6446068548385
96006,2022-05-27 13:02:19,4155.0,4155.25,4155.0,4155.0,4157.6446068548385,4139.6446068548385
96007,2022-05-27 13:02:20,4155.0,4155.25,4155.0,4155.25,4157.6446068548385,4139.6446068548385
96008,2022-05-27 13:02:21,4155.0,4155.25,4155.0,4155.25,4157.6446068548385,4139.6446068548385
96009,2022-05-27 13:02:22,4155.0,4155.25,4155.0,4155.25,4157.6446068548385,4139.6446068548385
96010,2022-05-27 13:02:23,4155.0,4155.25,4155.0,4155.0,4157.6446068548385,4139.6446068548385
96011,2022-05-27 13:02:24,4155.0,4155.25,4155.0,4155.25,4157.6446068548385,4139.6446068548385
96012,2022-05-27 13:02:25,4155.25,4155.25,4155.0,4155.0,4157.6446068548385,4139.6446068548385
96013,2022-05-27 13:02:26,4155.0,4155.0,4155.0,4155.0,4157.6446068548385,4139.6446068548385
96014,2022-05-27 13:02:27,4155.0,4155.25,4155.0,4155.0,4157.6446068548385,4139.6446068548385
96015,2022-05-27 13:02:28,4155.25,4155.25,4155.0,4155.25,4157.6446068548385,4139.6446068548385
96016,2022-05-27 13:02:29,4155.0,4155.25,4155.0,4155.0,4157.6446068548385,4139.6446068548385
96017,2022-05-27 13:02:30,4155.25,4155.25,4155.0,4155.0,4157.6446068548385,4139.6446068548385
96018,2022-05-27 13:02:31,4155.25,4155.25,4155.0,4155.25,4157.6446068548385,4139.6446068548385
96019,2022-05-27 13:02:32,4155.0,4155.25,4155.0,4155.25,4157.6446068548385,4139.6446068548385
96020,2022-05-27 13:02:33,4155.5,4155.5,4154.75,4154.75,4157.6446068548385,4139.6446068548385
96021,2022-05-27 13:02:34,4154.75,4155.0,4154.5,4154.75,4157.6446068548385,4139.6446068548385
96022,2022-05-27 13:02:35,4154.5,4154.75,4154.5,4154.75,4157.6446068548385,4139.6446068548385
96023,2022-05-27 13:02:36,4154.5,4154.75,4154.5,4154.5,4157.6446068548385,4139.6446068548385
96024,2022-05-27 13:02:37,4154.75,4154.75,4154.5,4154.5,4157.6446068548385,4139.6446068548385
96025,2022-05-27 13:02:38,4154.75,4154.75,4154.5,4154.5,4157.6446068548385,4139.6446068548385
96026,2022-05-27 13:02:39,4154.5,4155.75,4154.5,4155.75,4157.6446068548385,4139.6446068548385
96027,2022-05-27 13:02:40,4155.75,4155.75,4155.5,4155.75,4157.6446068548385,4139.6446068548385
96028,2022-05-27 13:02:41,4155.5,4155.5,4155.5,4155.5,4157.6446068548385,4139.6446068548385
96029,2022-05-27 13:02:42,4155.75,4156.0,4155.75,4156.0,4157.6446068548385,4139.6446068548385
96030,2022-05-27 13:02:43,4155.75,4155.75,4155.5,4155.75,4157.6446068548385,4139.6446068548385
96031,2022-05-27 13:02:44,4155.5,4155.75,4155.5,4155.75,4157.6446068548385,4139.6446068548385
96032,2022-05-27 13:02:45,4155.75,4155.75,4155.5,4155.5,4157.6446068548385,4139.6446068548385
96033,2022-05-27 13:02:46,4155.5,4155.75,4155.5,4155.75,4157.6446068548385,4139.6446068548385
96034,2022-05-27 13:02:47,4155.5,4155.75,4155.5,4155.75,4157.6446068548385,4139.6446068548385
96035,2022-05-27 13:02:48,4155.5,4155.5,4155.5,4155.5,4157.6446068548385,4139.6446068548385
96036,2022-05-27 13:02:49,4155.5,4155.75,4155.5,4155.5,4157.6446068548385,4139.6446068548385
96037,2022-05-27 13:02:50,4155.5,4155.75,4155.5,4155.5,4157.6446068548385,4139.6446068548385
96038,2022-05-27 13:02:51,4155.5,4155.75,4155.25,4155.5,4157.6446068548385,4139.6446068548385
96039,2022-05-27 13:02:52,4155.5,4155.5,4155.5,4155.5,4157.6446068548385,4139.6446068548385
96040,2022-05-27 13:02:53,4155.25,4155.5,4155.25,4155.5,4157.6446068548385,4139.6446068548385
96041,2022-05-27 13:02:54,4155.5,4155.5,4155.5,4155.5,4157.6446068548385,4139.6446068548385
96042,2022-05-27 13:02:55,4155.5,4155.5,4155.5,4155.5,4157.6446068548385,4139.6446068548385
96043,2022-05-27 13:02:56,4155.75,4155.75,4155.25,4155.5,4157.6446068548385,4139.6446068548385
96044,2022-05-27 13:02:57,4155.5,4155.75,4155.25,4155.75,4157.6446068548385,4139.6446068548385
96045,2022-05-27 13:02:58,4155.5,4155.5,4155.5,4155.5,4157.6446068548385,4139.6446068548385
96046,2022-05-27 13:02:59,4155.5,4155.75,4155.25,4155.25,4157.6446068548385,4139.6446068548385
96047,2022-05-27 13:03:00,4155.25,4155.5,4155.25,4155.25,4157.8319556451615,4139.8319556451615
96048,2022-05-27 13:03:01,4155.5,4155.5,4155.25,4155.5,4157.8319556451615,4139.8319556451615
96049,2022-05-27 13:03:02,4155.75,4155.75,4155.5,4155.5,4157.8319556451615,4139.8319556451615
96050,2022-05-27 13:03:03,4155.5,4155.5,4155.25,4155.5,4157.8319556451615,4139.8319556451615
96051,2022-05-27 13:03:04,4155.25,4155.5,4155.25,4155.5,4157.8319556451615,4139.8319556451615
96052,2022-05-27 13:03:05,4155.25,4155.5,4155.25,4155.5,4157.8319556451615,4139.8319556451615
96053,2022-05-27 13:03:06,4155.25,4155.5,4155.25,4155.25,4157.8319556451615,4139.8319556451615
96054,2022-05-27 13:03:07,4155.25,4155.25,4155.0,4155.25,4157.8319556451615,4139.8319556451615
96055,2022-05-27 13:03:08,4155.0,4155.25,4155.0,4155.0,4157.8319556451615,4139.8319556451615
96056,2022-05-27 13:03:09,4155.25,4155.25,4155.0,4155.0,4157.8319556451615,4139.8319556451615
96057,2022-05-27 13:03:10,4155.25,4155.25,4155.0,4155.0,4157.8319556451615,4139.8319556451615
96058,2022-05-27 13:03:11,4155.0,4155.25,4155.0,4155.25,4157.8319556451615,4139.8319556451615
96059,2022-05-27 13:03:12,4155.25,4155.25,4155.25,4155.25,4157.8319556451615,4139.8319556451615
96060,2022-05-27 13:03:13,4155.25,4155.5,4155.0,4155.25,4157.8319556451615,4139.8319556451615
96061,2022-05-27 13:03:14,4155.5,4155.5,4155.25,4155.5,4157.8319556451615,4139.8319556451615
96062,2022-05-27 13:03:15,4155.25,4155.5,4155.25,4155.25,4157.8319556451615,4139.8319556451615
96063,2022-05-27 13:03:16,4155.5,4155.5,4155.25,4155.25,4157.8319556451615,4139.8319556451615
96064,2022-05-27 13:03:17,4155.25,4155.5,4155.25,4155.5,4157.8319556451615,4139.8319556451615
96065,2022-05-27 13:03:18,4155.25,4155.5,4155.25,4155.5,4157.8319556451615,4139.8319556451615
96066,2022-05-27 13:03:19,4155.25,4155.25,4155.0,4155.25,4157.8319556451615,4139.8319556451615
96067,2022-05-27 13:03:20,4155.25,4155.25,4155.0,4155.0,4157.8319556451615,4139.8319556451615
96068,2022-05-27 13:03:21,4155.0,4155.75,4155.0,4155.5,4157.8319556451615,4139.8319556451615
96069,2022-05-27 13:03:22,4155.5,4155.5,4154.75,4155.0,4157.8319556451615,4139.8319556451615
96070,2022-05-27 13:03:23,4154.75,4156.5,4154.75,4156.5,4157.8319556451615,4139.8319556451615
96071,2022-05-27 13:03:24,4156.25,4156.5,4156.25,4156.5,4157.8319556451615,4139.8319556451615
96072,2022-05-27 13:03:25,4156.5,4156.5,4156.0,4156.25,4157.8319556451615,4139.8319556451615
96073,2022-05-27 13:03:26,4156.25,4156.25,4156.0,4156.25,4157.8319556451615,4139.8319556451615
96074,2022-05-27 13:03:27,4156.25,4156.5,4156.25,4156.25,4157.8319556451615,4139.8319556451615
96075,2022-05-27 13:03:28,4156.25,4156.25,4156.0,4156.0,4157.8319556451615,4139.8319556451615
96076,2022-05-27 13:03:29,4155.75,4156.0,4155.75,4156.0,4157.8319556451615,4139.8319556451615
96077,2022-05-27 13:03:30,4156.0,4156.0,4155.5,4155.5,4157.8319556451615,4139.8319556451615
96078,2022-05-27 13:03:31,4155.5,4155.5,4155.25,4155.5,4157.8319556451615,4139.8319556451615
96079,2022-05-27 13:03:32,4155.5,4156.0,4155.5,4155.75,4157.8319556451615,4139.8319556451615
96080,2022-05-27 13:03:33,4155.75,4155.75,4155.5,4155.5,4157.8319556451615,4139.8319556451615
96081,2022-05-27 13:03:34,4155.75,4155.75,4155.5,4155.5,4157.8319556451615,4139.8319556451615
96082,2022-05-27 13:03:35,4155.5,4155.75,4155.25,4155.25,4157.8319556451615,4139.8319556451615
96083,2022-05-27 13:03:36,4155.5,4155.75,4155.5,4155.75,4157.8319556451615,4139.8319556451615
96084,2022-05-27 13:03:37,4155.75,4155.75,4155.5,4155.5,4157.8319556451615,4139.8319556451615
96085,2022-05-27 13:03:38,4155.5,4155.5,4155.25,4155.25,4157.8319556451615,4139.8319556451615
96086,2022-05-27 13:03:39,4155.25,4155.5,4155.25,4155.5,4157.8319556451615,4139.8319556451615
96087,2022-05-27 13:03:40,4155.25,4155.25,4155.25,4155.25,4157.8319556451615,4139.8319556451615
96088,2022-05-27 13:03:41,4155.25,4155.25,4155.0,4155.25,4157.8319556451615,4139.8319556451615
96089,2022-05-27 13:03:42,4155.25,4155.5,4155.25,4155.5,4157.8319556451615,4139.8319556451615
96090,2022-05-27 13:03:43,4155.25,4155.5,4155.25,4155.25,4157.8319556451615,4139.8319556451615
96091,2022-05-27 13:03:44,4155.5,4155.75,4155.5,4155.5,4157.8319556451615,4139.8319556451615
96092,2022-05-27 13:03:45,4155.5,4155.75,4155.5,4155.5,4157.8319556451615,4139.8319556451615
96093,2022-05-27 13:03:46,4155.75,4155.75,4155.5,4155.5,4157.8319556451615,4139.8319556451615
96094,2022-05-27 13:03:47,4155.5,4155.5,4155.5,4155.5,4157.8319556451615,4139.8319556451615
96095,2022-05-27 13:03:48,4155.75,4155.75,4155.5,4155.75,4157.8319556451615,4139.8319556451615
96096,2022-05-27 13:03:49,4155.5,4155.5,4155.5,4155.5,4157.8319556451615,4139.8319556451615
96097,2022-05-27 13:03:50,4155.5,4155.5,4155.5,4155.5,4157.8319556451615,4139.8319556451615
96098,2022-05-27 13:03:51,4155.5,4155.75,4155.5,4155.75,4157.8319556451615,4139.8319556451615
96099,2022-05-27 13:03:52,4155.75,4156.0,4155.5,4156.0,4157.8319556451615,4139.8319556451615
96100,2022-05-27 13:03:53,4155.75,4156.0,4155.75,4155.75,4157.8319556451615,4139.8319556451615
96101,2022-05-27 13:03:54,4155.75,4156.25,4155.75,4156.25,4157.8319556451615,4139.8319556451615
96102,2022-05-27 13:03:55,4156.0,4156.25,4156.0,4156.25,4157.8319556451615,4139.8319556451615
96103,2022-05-27 13:03:56,4156.25,4156.5,4156.25,4156.25,4157.8319556451615,4139.8319556451615
96104,2022-05-27 13:03:57,4156.25,4156.5,4156.25,4156.25,4157.8319556451615,4139.8319556451615
96105,2022-05-27 13:03:58,4156.25,4156.5,4156.25,4156.5,4157.8319556451615,4139.8319556451615
96106,2022-05-27 13:03:59,4156.25,4156.5,4156.25,4156.5,4157.8319556451615,4139.8319556451615
96107,2022-05-27 13:04:00,4156.25,4156.5,4156.25,4156.5,4158.019304435484,4140.019304435484
96108,2022-05-27 13:04:01,4156.25,4156.5,4156.0,4156.0,4158.019304435484,4140.019304435484
96109,2022-05-27 13:04:02,4156.0,4156.0,4155.75,4156.0,4158.019304435484,4140.019304435484
96110,2022-05-27 13:04:03,4155.75,4156.0,4155.5,4155.5,4158.019304435484,4140.019304435484
96111,2022-05-27 13:04:04,4155.5,4155.75,4155.5,4155.75,4158.019304435484,4140.019304435484
96112,2022-05-27 13:04:05,4156.0,4156.0,4155.75,4156.0,4158.019304435484,4140.019304435484
96113,2022-05-27 13:04:06,4156.0,4156.0,4155.75,4156.0,4158.019304435484,4140.019304435484
96114,2022-05-27 13:04:07,4155.75,4155.75,4155.75,4155.75,4158.019304435484,4140.019304435484
96115,2022-05-27 13:04:08,4155.75,4155.75,4155.5,4155.75,4158.019304435484,4140.019304435484
96116,2022-05-27 13:04:09,4155.75,4156.25,4155.75,4156.0,4158.019304435484,4140.019304435484
96117,2022-05-27 13:04:10,4156.0,4156.25,4156.0,4156.25,4158.019304435484,4140.019304435484
96118,2022-05-27 13:04:11,4156.25,4156.25,4156.25,4156.25,4158.019304435484,4140.019304435484
96119,2022-05-27 13:04:12,4156.25,4156.25,4156.25,4156.25,4158.019304435484,4140.019304435484
96120,2022-05-27 13:04:13,4156.5,4156.5,4156.25,4156.25,4158.019304435484,4140.019304435484
96121,2022-05-27 13:04:14,4156.25,4156.25,4156.25,4156.25,4158.019304435484,4140.019304435484
96122,2022-05-27 13:04:15,4156.25,4156.5,4156.25,4156.5,4158.019304435484,4140.019304435484
96123,2022-05-27 13:04:16,4156.25,4156.5,4156.25,4156.5,4158.019304435484,4140.019304435484
96124,2022-05-27 13:04:17,4156.25,4156.5,4156.25,4156.5,4158.019304435484,4140.019304435484
96125,2022-05-27 13:04:18,4156.5,4156.5,4156.25,4156.5,4158.019304435484,4140.019304435484
96126,2022-05-27 13:04:19,4156.5,4156.75,4156.5,4156.75,4158.019304435484,4140.019304435484
96127,2022-05-27 13:04:20,4156.5,4156.5,4156.5,4156.5,4158.019304435484,4140.019304435484
96128,2022-05-27 13:04:21,4156.75,4156.75,4156.5,4156.5,4158.019304435484,4140.019304435484
96129,2022-05-27 13:04:22,4156.75,4156.75,4156.5,4156.5,4158.019304435484,4140.019304435484
96130,2022-05-27 13:04:23,4156.5,4156.75,4156.5,4156.5,4158.019304435484,4140.019304435484
