entry_date,entry_time,exit_date,exit_time,entry_price,exit_price,pnl,pnl%,pnl%_adj,side,status,original_status
2022-05-06,11:11:00,2022-05-06,11:12:00,4100.25,4098.25,-2.0,-0.00048777513566244934,0.00048777513566244934,short,win,win
2022-05-06,11:40:00,2022-05-06,11:41:00,4091.5,4089.5,-2.0,-0.0004888182818036935,0.0004888182818036935,short,win,win
2022-05-06,11:44:00,2022-05-06,11:45:00,4090.25,4085.25,-5.0,-0.001222419167532518,-0.001222419167532518,long,lose,lose
2022-05-06,11:46:00,2022-05-06,11:47:00,4089.5,4087.5,-2.0,-0.0004890573419733535,0.0004890573419733535,short,win,win
2022-05-06,11:48:00,2022-05-06,11:49:00,4088.75,4090.75,2.0,0.0004891470498318284,0.0004891470498318284,long,win,win
2022-05-09,06:30:00,2022-05-09,06:31:00,4108.25,4103.25,-5.0,-0.001217063226434667,-0.001217063226434667,long,lose,lose
2022-05-09,06:51:00,2022-05-09,06:53:00,4050.75,4055.75,5.0,0.0012343393198790409,-0.0012343393198790409,short,lose,lose
2022-05-09,07:13:00,2022-05-09,07:14:00,4051.0,4049.0,-2.0,-0.0004937052579609968,0.0004937052579609968,short,win,win
2022-05-09,07:15:00,2022-05-09,07:16:00,4050.5,4052.5,2.0,0.0004937662017034938,0.0004937662017034938,long,win,win
2022-05-09,07:18:00,2022-05-09,07:19:00,4049.75,4044.75,-5.0,-0.0012346441138342268,-0.0012346441138342268,long,lose,lose
2022-05-09,07:41:00,2022-05-09,07:42:00,4026.25,4024.25,-2.0,-0.0004967401428127571,0.0004967401428127571,short,win,win
2022-05-09,08:33:00,2022-05-09,08:34:00,4002.75,4007.75,5.0,0.0012491412154143067,-0.0012491412154143067,short,lose,lose
2022-05-09,09:28:00,2022-05-09,09:29:00,4034.5,4032.5,-2.0,-0.0004957243772462094,0.0004957243772462094,short,win,win
2022-05-09,09:37:00,2022-05-09,09:38:00,4036.75,4031.75,-5.0,-0.001238620177122729,-0.001238620177122729,long,lose,lose
2022-05-09,10:08:00,2022-05-09,10:09:00,4016.0,4011.0,-5.0,-0.0012450199203187795,-0.0012450199203187795,long,lose,lose
2022-05-09,10:10:00,2022-05-09,10:11:00,4015.0,4010.0,-5.0,-0.001245330012453305,-0.001245330012453305,long,lose,lose
2022-05-09,10:14:00,2022-05-09,10:15:00,4012.75,4007.75,-5.0,-0.0012460282848421045,-0.0012460282848421045,long,lose,lose
2022-05-09,10:47:00,2022-05-09,10:48:00,4019.25,4017.25,-2.0,-0.0004976052746159532,0.0004976052746159532,short,win,win
2022-05-09,10:51:00,2022-05-09,10:52:00,4019.75,4014.75,-5.0,-0.001243858448908508,-0.001243858448908508,long,lose,lose
2022-05-09,11:04:00,2022-05-09,11:05:00,4021.0,4016.0,-5.0,-0.0012434717731907297,-0.0012434717731907297,long,lose,lose
2022-05-09,11:06:00,2022-05-09,11:07:00,4021.25,4016.25,-5.0,-0.0012433944668945873,-0.0012433944668945873,long,lose,lose
2022-05-09,11:23:00,2022-05-09,11:24:00,4013.75,4008.75,-5.0,-0.001245717844908123,-0.001245717844908123,long,lose,lose
2022-05-09,11:25:00,2022-05-09,11:26:00,4013.75,4008.75,-5.0,-0.001245717844908123,-0.001245717844908123,long,lose,lose
2022-05-09,11:39:00,2022-05-09,11:40:00,4012.75,4007.75,-5.0,-0.0012460282848421045,-0.0012460282848421045,long,lose,lose
2022-05-09,11:46:00,2022-05-09,11:47:00,4012.5,4010.5,-2.0,-0.0004984423676012151,0.0004984423676012151,short,win,win
2022-05-09,11:50:00,2022-05-09,11:51:00,4004.75,4006.75,2.0,0.0004994069542418877,0.0004994069542418877,long,win,win
2022-05-09,12:55:00,2022-05-09,12:56:00,3983.5,3988.5,5.0,0.0012551776076314969,-0.0012551776076314969,short,lose,lose
2022-05-10,08:27:00,2022-05-10,08:28:00,3974.5,3972.5,-2.0,-0.0005032079506855913,0.0005032079506855913,short,win,win
2022-05-10,09:01:00,2022-05-10,09:02:00,3983.75,3981.75,-2.0,-0.0005020395356134522,0.0005020395356134522,short,win,win
2022-05-10,09:09:00,2022-05-10,09:10:00,3984.0,3979.0,-5.0,-0.0012550200803213007,-0.0012550200803213007,long,lose,lose
2022-05-10,09:15:00,2022-05-10,09:16:00,3984.25,3979.25,-5.0,-0.0012549413314927316,-0.0012549413314927316,long,lose,lose
2022-05-10,09:28:00,2022-05-10,09:29:00,3971.75,3966.75,-5.0,-0.0012588909171020735,-0.0012588909171020735,long,lose,lose
2022-05-10,09:40:00,2022-05-10,09:41:00,3967.75,3965.75,-2.0,-0.0005040640161300125,0.0005040640161300125,short,win,win
2022-05-10,10:01:00,2022-05-10,10:03:00,3972.5,3977.5,5.0,0.0012586532410321372,-0.0012586532410321372,short,lose,lose
2022-05-10,10:15:00,2022-05-10,10:16:00,3975.75,3977.75,2.0,0.0005030497390430266,0.0005030497390430266,long,win,win
2022-05-10,10:17:00,2022-05-10,10:18:00,3976.0,3971.0,-5.0,-0.0012575452716298008,-0.0012575452716298008,long,lose,lose
2022-05-10,10:25:00,2022-05-10,10:26:00,3977.75,3975.75,-2.0,-0.0005027968072403022,0.0005027968072403022,short,win,win
2022-05-10,11:35:00,2022-05-10,11:37:00,4011.5,4009.5,-2.0,-0.0004985666209647022,0.0004985666209647022,short,win,win
2022-05-10,12:05:00,2022-05-10,12:06:00,4022.25,4027.25,5.0,0.0012430853378084805,-0.0012430853378084805,short,lose,lose
2022-05-10,12:09:00,2022-05-10,12:10:00,4023.25,4018.25,-5.0,-0.0012427763623935606,-0.0012427763623935606,long,lose,lose
2022-05-10,12:12:00,2022-05-10,12:13:00,4023.75,4021.75,-2.0,-0.0004970487729107909,0.0004970487729107909,short,win,win
2022-05-10,12:15:00,2022-05-10,12:16:00,4024.5,4022.5,-2.0,-0.0004969561436203307,0.0004969561436203307,short,win,win
2022-05-10,12:17:00,2022-05-10,12:18:00,4025.0,4020.0,-5.0,-0.001242236024844745,-0.001242236024844745,long,lose,lose
2022-05-10,12:37:00,2022-05-10,12:38:00,4001.75,3996.75,-5.0,-0.0012494533641531635,-0.0012494533641531635,long,lose,lose
2022-05-10,12:40:00,2022-05-10,12:41:00,3998.75,3993.75,-5.0,-0.0012503907471084208,-0.0012503907471084208,long,lose,lose
2022-05-10,12:46:00,2022-05-10,12:50:00,3993.25,3991.25,-2.0,-0.0005008451762349431,0.0005008451762349431,short,win,win
2022-05-10,13:06:00,2022-05-10,13:09:00,3996.75,3994.75,-2.0,-0.0005004065803465574,0.0005004065803465574,short,win,win
2022-05-10,13:11:00,2022-05-10,13:12:00,3996.75,3994.75,-2.0,-0.0005004065803465574,0.0005004065803465574,short,win,win
2022-05-10,13:28:00,2022-05-10,13:32:00,3996.75,3994.75,-2.0,-0.0005004065803465574,0.0005004065803465574,short,win,win
2022-05-11,06:31:00,2022-05-11,06:32:00,3998.5,3996.5,-2.0,-0.0005001875703388725,0.0005001875703388725,short,win,win
2022-05-11,06:33:00,2022-05-11,06:34:00,3998.75,3993.75,-5.0,-0.0012503907471084208,-0.0012503907471084208,long,lose,lose
2022-05-11,06:41:00,2022-05-11,06:43:00,3988.5,3993.5,5.0,0.0012536041118214047,-0.0012536041118214047,short,lose,lose
2022-05-11,07:38:00,2022-05-11,07:39:00,4035.5,4033.5,-2.0,-0.0004956015363647426,0.0004956015363647426,short,win,win
2022-05-11,07:43:00,2022-05-11,07:45:00,4038.5,4043.5,5.0,0.0012380834468244117,-0.0012380834468244117,short,lose,lose
2022-05-11,07:47:00,2022-05-11,07:48:00,4041.0,4036.0,-5.0,-0.0012373174956693545,-0.0012373174956693545,long,lose,lose
2022-05-11,08:46:00,2022-05-11,08:47:00,4037.75,4032.75,-5.0,-0.0012383134171258803,-0.0012383134171258803,long,lose,lose
2022-05-11,09:13:00,2022-05-11,09:15:00,4009.75,4007.75,-2.0,-0.0004987842134795972,0.0004987842134795972,short,win,win
2022-05-11,09:31:00,2022-05-11,09:33:00,3993.5,3991.5,-2.0,-0.0005008138224614767,0.0005008138224614767,short,win,win
2022-05-11,09:43:00,2022-05-11,09:44:00,3997.5,3992.5,-5.0,-0.001250781738586615,-0.001250781738586615,long,lose,lose
2022-05-11,09:53:00,2022-05-11,09:54:00,3991.0,3986.0,-5.0,-0.0012528188423953646,-0.0012528188423953646,long,lose,lose
2022-05-11,10:53:00,2022-05-11,10:54:00,3953.25,3948.25,-5.0,-0.0012647821412761218,-0.0012647821412761218,long,lose,lose
2022-05-11,11:01:00,2022-05-11,11:04:00,3949.25,3954.25,5.0,0.0012660631765524233,-0.0012660631765524233,short,lose,lose
2022-05-11,11:17:00,2022-05-11,11:18:00,3953.5,3958.5,5.0,0.0012647021626406296,-0.0012647021626406296,short,lose,lose
2022-05-11,11:20:00,2022-05-11,11:22:00,3954.0,3956.0,2.0,0.0005058168942841945,0.0005058168942841945,long,win,win
2022-05-11,11:46:00,2022-05-11,11:47:00,3983.5,3978.5,-5.0,-0.0012551776076314969,-0.0012551776076314969,long,lose,lose
2022-05-11,12:56:00,2022-05-11,12:57:00,3933.75,3928.75,-5.0,-0.0012710517953606892,-0.0012710517953606892,long,lose,lose
2022-05-11,12:59:00,2022-05-11,13:00:00,3931.75,3929.75,-2.0,-0.0005086793412601986,0.0005086793412601986,short,win,win
2022-05-11,13:19:00,2022-05-11,13:20:00,3946.25,3941.25,-5.0,-0.0012670256572695493,-0.0012670256572695493,long,lose,lose
2022-05-11,13:52:00,2022-05-11,13:55:00,3946.25,3944.25,-2.0,-0.0005068102629077753,0.0005068102629077753,short,win,win
2022-05-12,07:22:00,2022-05-12,07:23:00,3929.75,3927.75,-2.0,-0.0005089382276226573,0.0005089382276226573,short,win,win
2022-05-12,07:28:00,2022-05-12,07:29:00,3936.5,3931.5,-5.0,-0.001270163851136763,-0.001270163851136763,long,lose,lose
2022-05-12,08:55:00,2022-05-12,08:56:00,3908.0,3903.0,-5.0,-0.0012794268167860556,-0.0012794268167860556,long,lose,lose
2022-05-12,10:33:00,2022-05-12,10:36:00,3892.5,3887.5,-5.0,-0.0012845215157354373,-0.0012845215157354373,long,lose,lose
2022-05-12,10:37:00,2022-05-12,10:38:00,3890.25,3885.25,-5.0,-0.0012852644431591287,-0.0012852644431591287,long,lose,lose
2022-05-12,10:44:00,2022-05-12,10:45:00,3886.0,3881.0,-5.0,-0.001286670097786935,-0.001286670097786935,long,lose,lose
2022-05-12,10:46:00,2022-05-12,10:47:00,3884.75,3879.75,-5.0,-0.0012870841109466902,-0.0012870841109466902,long,lose,lose
2022-05-12,10:57:00,2022-05-12,10:58:00,3878.25,3876.25,-2.0,-0.0005156965126023039,0.0005156965126023039,short,win,win
2022-05-12,11:32:00,2022-05-12,11:33:00,3871.5,3866.5,-5.0,-0.0012914890869172302,-0.0012914890869172302,long,lose,lose
2022-05-12,12:00:00,2022-05-12,12:01:00,3861.5,3859.5,-2.0,-0.0005179334455522877,0.0005179334455522877,short,win,win
2022-05-12,13:03:00,2022-05-12,13:04:00,3928.25,3926.25,-2.0,-0.0005091325653917567,0.0005091325653917567,short,win,win
2022-05-12,13:35:00,2022-05-12,13:36:00,3922.75,3920.75,-2.0,-0.0005098464087693877,0.0005098464087693877,short,win,win
2022-05-12,13:41:00,2022-05-12,13:42:00,3921.5,3919.5,-2.0,-0.0005100089251561801,0.0005100089251561801,short,win,win
2022-05-13,06:30:00,2022-05-13,06:31:00,3918.0,3923.0,5.0,0.001276161306789092,-0.001276161306789092,short,lose,lose
2022-05-13,07:05:00,2022-05-13,07:06:00,4002.75,4000.75,-2.0,-0.0004996564861657893,0.0004996564861657893,short,win,win
2022-05-13,07:08:00,2022-05-13,07:09:00,4005.75,4000.75,-5.0,-0.001248205704300065,-0.001248205704300065,long,lose,lose
2022-05-13,07:27:00,2022-05-13,07:28:00,4024.5,4019.5,-5.0,-0.0012423903590508267,-0.0012423903590508267,long,lose,lose
2022-05-13,07:36:00,2022-05-13,07:37:00,4022.75,4017.75,-5.0,-0.0012429308308992137,-0.0012429308308992137,long,lose,lose
2022-05-13,08:06:00,2022-05-13,08:08:00,4014.5,4012.5,-2.0,-0.0004981940465811352,0.0004981940465811352,short,win,win
2022-05-13,08:20:00,2022-05-13,08:22:00,4014.0,4012.0,-2.0,-0.0004982561036372957,0.0004982561036372957,short,win,win
2022-05-13,08:37:00,2022-05-13,08:38:00,4020.5,4018.5,-2.0,-0.0004974505658500439,0.0004974505658500439,short,win,win
2022-05-13,08:40:00,2022-05-13,08:41:00,4021.0,4016.0,-5.0,-0.0012434717731907297,-0.0012434717731907297,long,lose,lose
2022-05-13,09:06:00,2022-05-13,09:07:00,4027.25,4025.25,-2.0,-0.0004966167980632319,0.0004966167980632319,short,win,win
2022-05-13,09:23:00,2022-05-13,09:25:00,4029.0,4024.0,-5.0,-0.0012410027302059978,-0.0012410027302059978,long,lose,lose
2022-05-13,09:34:00,2022-05-13,09:45:00,4032.25,4027.25,-5.0,-0.001240002480004998,-0.001240002480004998,long,lose,lose
2022-05-13,09:47:00,2022-05-13,09:49:00,4027.75,4022.75,-5.0,-0.0012413878716405202,-0.0012413878716405202,long,lose,lose
2022-05-13,10:03:00,2022-05-13,10:05:00,4025.5,4020.5,-5.0,-0.001242081728977773,-0.001242081728977773,long,lose,lose
2022-05-13,10:11:00,2022-05-13,10:12:00,4019.25,4017.25,-2.0,-0.0004976052746159532,0.0004976052746159532,short,win,win
2022-05-13,10:20:00,2022-05-13,10:21:00,4016.0,4011.0,-5.0,-0.0012450199203187795,-0.0012450199203187795,long,lose,lose
2022-05-13,10:23:00,2022-05-13,10:28:00,4015.0,4013.0,-2.0,-0.0004981320049812776,0.0004981320049812776,short,win,win
2022-05-13,11:50:00,2022-05-13,11:52:00,3995.5,4000.5,5.0,0.0012514078338130563,-0.0012514078338130563,short,lose,lose
2022-05-13,12:20:00,2022-05-13,12:21:00,4030.5,4025.5,-5.0,-0.0012405408758218162,-0.0012405408758218162,long,lose,lose
2022-05-13,12:48:00,2022-05-13,12:49:00,4017.75,4012.75,-5.0,-0.0012444776305146066,-0.0012444776305146066,long,lose,lose
2022-05-13,12:50:00,2022-05-13,12:51:00,4017.25,4015.25,-2.0,-0.0004978530088991517,0.0004978530088991517,short,win,win
2022-05-13,12:54:00,2022-05-13,12:55:00,4016.25,4014.25,-2.0,-0.0004979769685652391,0.0004979769685652391,short,win,win
2022-05-13,12:57:00,2022-05-13,13:04:00,4015.25,4013.25,-2.0,-0.0004981009899757138,0.0004981009899757138,short,win,win
2022-05-13,13:10:00,2022-05-13,13:19:00,4012.0,4017.0,5.0,0.0012462612163508524,-0.0012462612163508524,short,lose,lose
2022-05-16,06:56:00,2022-05-16,06:57:00,3999.0,3994.0,-5.0,-0.0012503125781445634,-0.0012503125781445634,long,lose,lose
2022-05-16,07:05:00,2022-05-16,07:06:00,3994.0,3992.0,-2.0,-0.0005007511266900133,0.0005007511266900133,short,win,win
2022-05-16,07:20:00,2022-05-16,07:21:00,4013.75,4011.75,-2.0,-0.0004982871379632936,0.0004982871379632936,short,win,win
2022-05-16,07:26:00,2022-05-16,07:27:00,4018.5,4013.5,-5.0,-0.0012442453651859697,-0.0012442453651859697,long,lose,lose
2022-05-16,07:29:00,2022-05-16,07:30:00,4021.0,4019.0,-2.0,-0.0004973887092762919,0.0004973887092762919,short,win,win
2022-05-16,07:31:00,2022-05-16,07:32:00,4022.75,4017.75,-5.0,-0.0012429308308992137,-0.0012429308308992137,long,lose,lose
2022-05-16,08:09:00,2022-05-16,08:13:00,3993.5,3991.5,-2.0,-0.0005008138224614767,0.0005008138224614767,short,win,win
2022-05-16,08:20:00,2022-05-16,08:21:00,3996.25,3991.25,-5.0,-0.0012511729746637057,-0.0012511729746637057,long,lose,lose
2022-05-16,08:22:00,2022-05-16,08:23:00,3996.5,3994.5,-2.0,-0.0005004378831477974,0.0005004378831477974,short,win,win
2022-05-16,08:25:00,2022-05-16,08:27:00,3997.0,3992.0,-5.0,-0.0012509382036527406,-0.0012509382036527406,long,lose,lose
2022-05-16,08:32:00,2022-05-16,08:33:00,3997.75,3992.75,-5.0,-0.001250703520730423,-0.001250703520730423,long,lose,lose
