entry_date,entry_time,exit_date,exit_time,entry_price,exit_price,pnl,pnl%,pnl%_adj,side,status,original_status
2022-05-02,07:03:00,2022-05-02,07:04:00,4136.75,4134.75,-2.0,-0.0004834713241070876,0.0004834713241070876,short,win,win
2022-05-02,07:05:00,2022-05-02,07:06:00,4137.75,4132.75,-5.0,-0.001208386200229561,-0.001208386200229561,long,lose,lose
2022-05-02,07:26:00,2022-05-02,07:30:00,4147.75,4152.75,5.0,0.0012054728467241205,-0.0012054728467241205,short,lose,lose
2022-05-02,07:44:00,2022-05-02,07:45:00,4163.25,4158.25,-5.0,-0.0012009848075421603,-0.0012009848075421603,long,lose,lose
2022-05-02,08:12:00,2022-05-02,08:13:00,4124.5,4122.5,-2.0,-0.00048490726148620045,0.00048490726148620045,short,win,win
2022-05-02,08:17:00,2022-05-02,08:18:00,4119.25,4114.25,-5.0,-0.0012138131941493713,-0.0012138131941493713,long,lose,lose
2022-05-02,08:22:00,2022-05-02,08:24:00,4114.25,4112.25,-2.0,-0.0004861153308622912,0.0004861153308622912,short,win,win
2022-05-02,09:18:00,2022-05-02,09:20:00,4120.75,4125.75,5.0,0.0012133713523023726,-0.0012133713523023726,short,lose,lose
2022-05-02,09:27:00,2022-05-02,09:28:00,4121.75,4116.75,-5.0,-0.0012130769697337174,-0.0012130769697337174,long,lose,lose
2022-05-02,09:30:00,2022-05-02,09:31:00,4122.0,4120.0,-2.0,-0.00048520135856378044,0.00048520135856378044,short,win,win
2022-05-02,09:35:00,2022-05-02,09:36:00,4122.75,4117.75,-5.0,-0.001212782729973938,-0.001212782729973938,long,lose,lose
2022-05-02,10:07:00,2022-05-02,10:08:00,4094.5,4099.5,5.0,0.0012211503236048138,-0.0012211503236048138,short,lose,lose
2022-05-02,10:38:00,2022-05-02,10:39:00,4091.5,4086.5,-5.0,-0.0012220457045093447,-0.0012220457045093447,long,lose,lose
2022-05-02,10:43:00,2022-05-02,10:44:00,4089.5,4087.5,-2.0,-0.0004890573419733535,0.0004890573419733535,short,win,win
2022-05-02,10:59:00,2022-05-02,11:00:00,4082.75,4080.75,-2.0,-0.0004898658992100735,0.0004898658992100735,short,win,win
2022-05-02,11:02:00,2022-05-02,11:03:00,4081.5,4086.5,5.0,0.001225039813793849,-0.001225039813793849,short,lose,lose
2022-05-02,11:12:00,2022-05-02,11:13:00,4087.5,4082.5,-5.0,-0.0012232415902140303,-0.0012232415902140303,long,lose,lose
2022-05-02,11:42:00,2022-05-02,11:43:00,4069.5,4064.5,-5.0,-0.0012286521685710428,-0.0012286521685710428,long,lose,lose
2022-05-02,11:45:00,2022-05-02,11:51:00,4069.0,4067.0,-2.0,-0.0004915212582944362,0.0004915212582944362,short,win,win
2022-05-03,06:30:00,2022-05-03,06:31:00,4148.5,4146.5,-2.0,-0.0004821019645655511,0.0004821019645655511,short,win,win
2022-05-03,06:37:00,2022-05-03,06:38:00,4148.5,4150.5,2.0,0.0004821019645655511,0.0004821019645655511,long,win,win
2022-05-03,06:52:00,2022-05-03,06:53:00,4155.75,4153.75,-2.0,-0.00048126090356737095,0.00048126090356737095,short,win,win
2022-05-03,06:55:00,2022-05-03,06:56:00,4156.25,4154.25,-2.0,-0.000481203007518749,0.000481203007518749,short,win,win
2022-05-03,06:58:00,2022-05-03,06:59:00,4156.75,4158.75,2.0,0.00048114512539854104,0.00048114512539854104,long,win,win
2022-05-03,07:07:00,2022-05-03,07:08:00,4158.25,4153.25,-5.0,-0.0012024289063908844,-0.0012024289063908844,long,lose,lose
2022-05-03,07:14:00,2022-05-03,07:15:00,4159.5,4157.5,-2.0,-0.00048082702247864706,0.00048082702247864706,short,win,win
2022-05-03,07:29:00,2022-05-03,07:30:00,4165.75,4163.75,-2.0,-0.0004801056232370815,0.0004801056232370815,short,win,win
2022-05-03,07:31:00,2022-05-03,07:32:00,4166.25,4168.25,2.0,0.000480048004800393,0.000480048004800393,long,win,win
2022-05-03,07:37:00,2022-05-03,07:38:00,4168.0,4163.0,-5.0,-0.0011996161228406965,-0.0011996161228406965,long,lose,lose
2022-05-03,08:05:00,2022-05-03,08:07:00,4169.0,4174.0,5.0,0.0011993283761093654,-0.0011993283761093654,short,lose,lose
2022-05-03,08:17:00,2022-05-03,08:18:00,4192.0,4187.0,-5.0,-0.0011927480916030797,-0.0011927480916030797,long,lose,lose
2022-05-03,09:00:00,2022-05-03,09:01:00,4189.75,4191.75,2.0,0.0004773554508026301,0.0004773554508026301,long,win,win
2022-05-03,09:05:00,2022-05-03,09:06:00,4189.75,4184.75,-5.0,-0.0011933886270063532,-0.0011933886270063532,long,lose,lose
2022-05-03,09:19:00,2022-05-03,09:27:00,4175.0,4180.0,5.0,0.0011976047904191933,-0.0011976047904191933,short,lose,lose
2022-05-03,09:54:00,2022-05-03,09:55:00,4177.0,4175.0,-2.0,-0.00047881254488868485,0.00047881254488868485,short,win,win
2022-05-03,09:58:00,2022-05-03,09:59:00,4176.5,4174.5,-2.0,-0.00047886986711365154,0.00047886986711365154,short,win,win
2022-05-03,10:23:00,2022-05-03,10:24:00,4195.0,4190.0,-5.0,-0.0011918951132300348,-0.0011918951132300348,long,lose,lose
2022-05-03,11:23:00,2022-05-03,11:24:00,4159.75,4157.75,-2.0,-0.0004807981248873272,0.0004807981248873272,short,win,win
2022-05-03,12:24:00,2022-05-03,12:27:00,4172.75,4174.75,2.0,0.00047930022167630426,0.00047930022167630426,long,win,win
2022-05-03,13:33:00,2022-05-03,13:34:00,4177.0,4172.0,-5.0,-0.0011970313622217121,-0.0011970313622217121,long,lose,lose
2022-05-03,13:38:00,2022-05-03,13:39:00,4177.0,4172.0,-5.0,-0.0011970313622217121,-0.0011970313622217121,long,lose,lose
2022-05-03,13:44:00,2022-05-03,13:45:00,4177.0,4172.0,-5.0,-0.0011970313622217121,-0.0011970313622217121,long,lose,lose
2022-05-04,06:32:00,2022-05-04,06:33:00,4172.5,4167.5,-5.0,-0.0011983223487117556,-0.0011983223487117556,long,lose,lose
2022-05-04,06:35:00,2022-05-04,06:36:00,4172.75,4170.75,-2.0,-0.00047930022167630426,0.00047930022167630426,short,win,win
2022-05-04,06:42:00,2022-05-04,06:43:00,4172.75,4174.75,2.0,0.00047930022167630426,0.00047930022167630426,long,win,win
2022-05-04,06:54:00,2022-05-04,06:57:00,4173.0,4168.0,-5.0,-0.0011981787682722178,-0.0011981787682722178,long,lose,lose
2022-05-04,07:34:00,2022-05-04,07:37:00,4154.75,4156.75,2.0,0.00048137673746917464,0.00048137673746917464,long,win,win
2022-05-04,08:01:00,2022-05-04,08:02:00,4159.25,4154.25,-5.0,-0.001202139808859748,-0.001202139808859748,long,lose,lose
2022-05-04,08:11:00,2022-05-04,08:12:00,4159.25,4154.25,-5.0,-0.001202139808859748,-0.001202139808859748,long,lose,lose
2022-05-04,08:38:00,2022-05-04,08:47:00,4147.75,4152.75,5.0,0.0012054728467241205,-0.0012054728467241205,short,lose,lose
2022-05-04,09:24:00,2022-05-04,09:25:00,4177.25,4172.25,-5.0,-0.0011969597223053796,-0.0011969597223053796,long,lose,lose
2022-05-04,10:05:00,2022-05-04,10:07:00,4189.0,4184.0,-5.0,-0.001193602291716389,-0.001193602291716389,long,lose,lose
2022-05-04,10:37:00,2022-05-04,10:44:00,4179.75,4181.75,2.0,0.00047849751779405203,0.00047849751779405203,long,win,win
2022-05-04,11:06:00,2022-05-04,11:07:00,4194.75,4189.75,-5.0,-0.0011919661481614163,-0.0011919661481614163,long,lose,lose
2022-05-04,12:41:00,2022-05-04,12:42:00,4296.5,4291.5,-5.0,-0.001163737926219044,-0.001163737926219044,long,lose,lose
2022-05-04,12:43:00,2022-05-04,12:44:00,4298.75,4293.75,-5.0,-0.0011631288165164788,-0.0011631288165164788,long,lose,lose
2022-05-05,06:30:00,2022-05-05,06:31:00,4283.0,4278.0,-5.0,-0.001167406023815043,-0.001167406023815043,long,lose,lose
2022-05-05,06:58:00,2022-05-05,07:00:00,4220.75,4218.75,-2.0,-0.000473849434342255,0.000473849434342255,short,win,win
2022-05-05,07:09:00,2022-05-05,07:10:00,4200.75,4198.75,-2.0,-0.0004761054573587664,0.0004761054573587664,short,win,win
2022-05-05,07:14:00,2022-05-05,07:16:00,4200.25,4198.25,-2.0,-0.00047616213320633705,0.00047616213320633705,short,win,win
2022-05-05,07:44:00,2022-05-05,07:46:00,4178.0,4176.0,-2.0,-0.00047869794159882684,0.00047869794159882684,short,win,win
2022-05-05,07:48:00,2022-05-05,07:49:00,4174.5,4169.5,-5.0,-0.0011977482333213052,-0.0011977482333213052,long,lose,lose
2022-05-05,07:55:00,2022-05-05,07:56:00,4168.5,4166.5,-2.0,-0.0004797888928871341,0.0004797888928871341,short,win,win
2022-05-05,08:08:00,2022-05-05,08:09:00,4157.0,4152.0,-5.0,-0.0012027904738994843,-0.0012027904738994843,long,lose,lose
2022-05-05,08:16:00,2022-05-05,08:17:00,4153.25,4148.25,-5.0,-0.0012038764822729364,-0.0012038764822729364,long,lose,lose
2022-05-05,08:26:00,2022-05-05,08:29:00,4145.0,4150.0,5.0,0.0012062726176116367,-0.0012062726176116367,short,lose,lose
2022-05-05,09:47:00,2022-05-05,09:48:00,4138.0,4133.0,-5.0,-0.0012083131947800974,-0.0012083131947800974,long,lose,lose
2022-05-05,09:51:00,2022-05-05,09:54:00,4136.5,4141.5,5.0,0.0012087513598453281,-0.0012087513598453281,short,lose,lose
2022-05-05,11:24:00,2022-05-05,11:25:00,4144.5,4139.5,-5.0,-0.0012064181445289313,-0.0012064181445289313,long,lose,lose
2022-05-05,12:08:00,2022-05-05,12:09:00,4120.0,4118.0,-2.0,-0.0004854368932039055,0.0004854368932039055,short,win,win
2022-05-05,12:14:00,2022-05-05,12:15:00,4117.25,4112.25,-5.0,-0.0012144028174145838,-0.0012144028174145838,long,lose,lose
2022-05-06,07:28:00,2022-05-06,07:29:00,4124.5,4119.5,-5.0,-0.0012122681537155566,-0.0012122681537155566,long,lose,lose
2022-05-06,08:10:00,2022-05-06,08:11:00,4136.0,4131.0,-5.0,-0.0012088974854932433,-0.0012088974854932433,long,lose,lose
2022-05-06,08:17:00,2022-05-06,08:18:00,4141.5,4139.5,-2.0,-0.00048291681757817173,0.00048291681757817173,short,win,win
2022-05-06,08:21:00,2022-05-06,08:22:00,4144.5,4149.5,5.0,0.0012064181445288202,-0.0012064181445288202,short,lose,lose
2022-05-06,08:29:00,2022-05-06,08:30:00,4149.5,4144.5,-5.0,-0.0012049644535486737,-0.0012049644535486737,long,lose,lose
2022-05-06,09:01:00,2022-05-06,09:02:00,4105.75,4110.75,5.0,0.0012178042988491011,-0.0012178042988491011,short,lose,lose
2022-05-06,09:34:00,2022-05-06,09:36:00,4124.5,4122.5,-2.0,-0.00048490726148620045,0.00048490726148620045,short,win,win
2022-05-06,09:37:00,2022-05-06,09:38:00,4125.0,4120.0,-5.0,-0.00121212121212122,-0.00121212121212122,long,lose,lose
2022-05-06,09:39:00,2022-05-06,09:40:00,4125.5,4123.5,-2.0,-0.0004847897224579123,0.0004847897224579123,short,win,win
2022-05-06,09:50:00,2022-05-06,09:51:00,4128.0,4123.0,-5.0,-0.001211240310077466,-0.001211240310077466,long,lose,lose
2022-05-06,09:53:00,2022-05-06,09:56:00,4128.5,4133.5,5.0,0.0012110936175366849,-0.0012110936175366849,short,lose,lose
2022-05-06,10:04:00,2022-05-06,10:05:00,4142.75,4140.75,-2.0,-0.000482771106149249,0.000482771106149249,short,win,win
2022-05-06,11:05:00,2022-05-06,11:06:00,4105.0,4100.0,-5.0,-0.0012180267965895553,-0.0012180267965895553,long,lose,lose
